smiles,pka_values,functional_groups,mapping,pka_matrix
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,"[3.05, 7.66, 9.79]","[{'type': 'COOH', 'indices': [16]}, {'type': 'Phenol', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'3.05': {'type': 'COOH', 'indices': [16]}, '7.66': {'type': 'PrimaryAmine', 'indices': [6]}, '9.79': {'type': 'Phenol', 'indices': [12]}}","[(16, 3.05), (6, 7.66), (12, 9.79)]"
O[P](O)(=O)C1CCCCN1,"[2.0, 5.74, 11.31]","[{'type': 'Phosphate', 'indices': [0]}, {'type': 'Phosphate', 'indices': [2]}, {'type': 'SecondaryAmine', 'indices': [9]}]","{'2.0': {'type': 'Phosphate', 'indices': [0]}, '5.74': {'type': 'Phosphate', 'indices': [2]}, '11.31': {'type': 'SecondaryAmine', 'indices': [9]}}","[(0, 2.0), (2, 5.74), (9, 11.31)]"
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,"[3.52, 7.77, 9.59]","[{'type': 'COOH', 'indices': [38]}, {'type': 'Phenol', 'indices': [34]}, {'type': 'PrimaryAmine', 'indices': [28]}]","{'3.52': {'type': 'COOH', 'indices': [38]}, '7.77': {'type': 'PrimaryAmine', 'indices': [28]}, '9.59': {'type': 'Phenol', 'indices': [34]}}","[(38, 3.52), (28, 7.77), (34, 9.59)]"
O[P](O)(=O)C1(CCC(=O)N1)[P](O)(O)=O,"[2.25, 6.75, 10.69]","[{'type': 'Phosphate', 'indices': [0]}, {'type': 'Phosphate', 'indices': [2]}, {'type': 'Phosphate', 'indices': [11]}, {'type': 'Phosphate', 'indices': [12]}]","{'2.25': {'type': 'Phosphate', 'indices': [0]}, '6.75': {'type': 'Phosphate', 'indices': [2]}, '10.69': {'type': 'Phosphate', 'indices': [11]}}","[(0, 2.25), (2, 6.75), (11, 10.69)]"
CC(C)C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,"[3.02, 7.86, 10.38]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.02': {'type': 'COOH', 'indices': [19]}, '7.86': {'type': 'PrimaryAmine', 'indices': [9]}, '10.38': {'type': 'Phenol', 'indices': [15]}}","[(19, 3.02), (9, 7.86), (15, 10.38)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,"[3.16, 7.36, 10.09]","[{'type': 'COOH', 'indices': [22]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.16': {'type': 'COOH', 'indices': [22]}, '7.36': {'type': 'PrimaryAmine', 'indices': [0]}, '10.09': {'type': 'Phenol', 'indices': [7]}}","[(22, 3.16), (0, 7.36), (7, 10.09)]"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(O)=O,"[2.98, 7.25, 9.61]","[{'type': 'COOH', 'indices': [16]}, {'type': 'Thiol', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.98': {'type': 'COOH', 'indices': [16]}, '7.25': {'type': 'Thiol', 'indices': [14]}, '9.61': {'type': 'PrimaryAmine', 'indices': [0]}}","[(16, 2.98), (14, 7.25), (0, 9.61)]"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,"[3.25, 7.23, 9.99]","[{'type': 'COOH', 'indices': [22]}, {'type': 'Phenol', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.25': {'type': 'COOH', 'indices': [22]}, '7.23': {'type': 'PrimaryAmine', 'indices': [0]}, '9.99': {'type': 'Phenol', 'indices': [18]}}","[(22, 3.25), (0, 7.23), (18, 9.99)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=N)C(O)=O,"[2.81, 7.62, 9.82]","[{'type': 'COOH', 'indices': [22]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'SecondaryAmine', 'indices': [17]}, {'type': 'SecondaryAmine', 'indices': [20]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [19]}]","{'2.81': {'type': 'COOH', 'indices': [22]}, '7.62': {'type': 'PrimaryAmine', 'indices': [0]}, '9.82': {'type': 'Phenol', 'indices': [7]}}","[(22, 2.81), (0, 7.62), (7, 9.82)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccccc2)C(O)=O,"[2.86, 7.66, 9.99]","[{'type': 'COOH', 'indices': [22]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.86': {'type': 'COOH', 'indices': [22]}, '7.66': {'type': 'PrimaryAmine', 'indices': [0]}, '9.99': {'type': 'Phenol', 'indices': [7]}}","[(22, 2.86), (0, 7.66), (7, 9.99)]"
N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[2.24, 9.04, 10.1]","[{'type': 'COOH', 'indices': [11]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.24': {'type': 'COOH', 'indices': [11]}, '9.04': {'type': 'Phenol', 'indices': [7]}, '10.1': {'type': 'PrimaryAmine', 'indices': [0]}}","[(11, 2.24), (7, 9.04), (0, 10.1)]"
OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,"[2.42, 3.71, 5.01]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [13]}]","{'2.42': {'type': 'COOH', 'indices': [0]}, '3.71': {'type': 'COOH', 'indices': [8]}, '5.01': {'type': 'COOH', 'indices': [13]}}","[(0, 2.42), (8, 3.71), (13, 5.01)]"
OC(=O)c1ccccc1N=Nc2cc(c3cccnc3c2O)[S](O)(=O)=O,"[3.34, 3.63, 9.02]","[{'type': 'SulfonicAcid', 'indices': [23]}, {'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [21]}, {'type': 'Pyridine', 'indices': [18]}]","{'3.34': {'type': 'Pyridine', 'indices': [18]}, '3.63': {'type': 'COOH', 'indices': [0]}, '9.02': {'type': 'Phenol', 'indices': [21]}}","[(18, 3.34), (0, 3.63), (21, 9.02)]"
OC(=O)c1cccc(C(O)=O)c1C(O)=O,"[2.665, 3.9299999999999997, 5.635]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [13]}]","{'2.665': {'type': 'COOH', 'indices': [0]}, '3.9299999999999997': {'type': 'COOH', 'indices': [9]}, '5.635': {'type': 'COOH', 'indices': [13]}}","[(0, 2.665), (9, 3.9299999999999997), (13, 5.635)]"
OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,"[3.01, 3.71, 4.49]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [13]}]","{'3.01': {'type': 'COOH', 'indices': [0]}, '3.71': {'type': 'COOH', 'indices': [10]}, '4.49': {'type': 'COOH', 'indices': [13]}}","[(0, 3.01), (10, 3.71), (13, 4.49)]"
N[C@@H](CS)C(=O)NCC(O)=O,"[3.15, 6.91, 9.3]","[{'type': 'COOH', 'indices': [9]}, {'type': 'Thiol', 'indices': [3]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.15': {'type': 'COOH', 'indices': [9]}, '6.91': {'type': 'Thiol', 'indices': [3]}, '9.3': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 3.15), (3, 6.91), (0, 9.3)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC[C@H]4C(=O)NCC(O)=O,"[3.36, 7.42, 9.81]","[{'type': 'COOH', 'indices': [40]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.36': {'type': 'COOH', 'indices': [40]}, '7.42': {'type': 'PrimaryAmine', 'indices': [0]}, '9.81': {'type': 'Phenol', 'indices': [7]}}","[(40, 3.36), (0, 7.42), (7, 9.81)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(O)=O,"[3.22, 7.37, 10.09]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.22': {'type': 'COOH', 'indices': [19]}, '7.37': {'type': 'PrimaryAmine', 'indices': [0]}, '10.09': {'type': 'Phenol', 'indices': [7]}}","[(19, 3.22), (0, 7.37), (7, 10.09)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,"[3.14, 7.62, 9.92]","[{'type': 'COOH', 'indices': [15]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.14': {'type': 'COOH', 'indices': [15]}, '7.62': {'type': 'PrimaryAmine', 'indices': [0]}, '9.92': {'type': 'Phenol', 'indices': [7]}}","[(15, 3.14), (0, 7.62), (7, 9.92)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,"[3.09, 7.24, 9.82]","[{'type': 'COOH', 'indices': [22]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'SecondaryAmine', 'indices': [17]}, {'type': 'SecondaryAmine', 'indices': [20]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [19]}]","{'3.09': {'type': 'COOH', 'indices': [22]}, '7.24': {'type': 'PrimaryAmine', 'indices': [0]}, '9.82': {'type': 'Phenol', 'indices': [7]}}","[(22, 3.09), (0, 7.24), (7, 9.82)]"
N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(O)=O,"[2.94, 4.34, 7.42]","[{'type': 'COOH', 'indices': [11]}, {'type': 'COOH', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.94': {'type': 'COOH', 'indices': [11]}, '4.34': {'type': 'COOH', 'indices': [14]}, '7.42': {'type': 'PrimaryAmine', 'indices': [0]}}","[(11, 2.94), (14, 4.34), (0, 7.42)]"
N[C@@H](C(O)CC(O)=O)C(O)=O,"[2.09, 4.08, 9.06]","[{'type': 'COOH', 'indices': [6]}, {'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.09': {'type': 'COOH', 'indices': [6]}, '4.08': {'type': 'COOH', 'indices': [9]}, '9.06': {'type': 'PrimaryAmine', 'indices': [0]}}","[(6, 2.09), (9, 4.08), (0, 9.06)]"
N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,"[3.09, 4.2, 7.97]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [30]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.09': {'type': 'COOH', 'indices': [5]}, '4.2': {'type': 'COOH', 'indices': [30]}, '7.97': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 3.09), (30, 4.2), (0, 7.97)]"
N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,"[2.91, 4.11, 8.04]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.91': {'type': 'COOH', 'indices': [5]}, '4.11': {'type': 'COOH', 'indices': [12]}, '8.04': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 2.91), (12, 4.11), (0, 8.04)]"
N[C@@H](CCC(O)=O)C(O)=O,"[2.16, 4.15, 9.58]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.16': {'type': 'COOH', 'indices': [5]}, '4.15': {'type': 'COOH', 'indices': [8]}, '9.58': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 2.16), (8, 4.15), (0, 9.58)]"
N[C@@H](CC(O)=O)C(=O)NCC(O)=O,"[2.82, 3.67, 8.03]","[{'type': 'COOH', 'indices': [4]}, {'type': 'COOH', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.82': {'type': 'COOH', 'indices': [4]}, '3.67': {'type': 'COOH', 'indices': [11]}, '8.03': {'type': 'PrimaryAmine', 'indices': [0]}}","[(4, 2.82), (11, 3.67), (0, 8.03)]"
N[C@@H](CC(O)=O)C(O)=O,"[1.95, 3.71, 9.66]","[{'type': 'COOH', 'indices': [4]}, {'type': 'COOH', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'1.95': {'type': 'COOH', 'indices': [4]}, '3.71': {'type': 'COOH', 'indices': [7]}, '9.66': {'type': 'PrimaryAmine', 'indices': [0]}}","[(4, 1.95), (7, 3.71), (0, 9.66)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(O)=O,"[3.14, 7.47, 9.79]","[{'type': 'COOH', 'indices': [29]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.14': {'type': 'COOH', 'indices': [29]}, '7.47': {'type': 'PrimaryAmine', 'indices': [0]}, '9.79': {'type': 'Phenol', 'indices': [7]}}","[(29, 3.14), (0, 7.47), (7, 9.79)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(O)=O,"[3.19, 7.81, 9.91]","[{'type': 'COOH', 'indices': [18]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.19': {'type': 'COOH', 'indices': [18]}, '7.81': {'type': 'PrimaryAmine', 'indices': [0]}, '9.91': {'type': 'Phenol', 'indices': [7]}}","[(18, 3.19), (0, 7.81), (7, 9.91)]"
NCCC[P](O)(O)=O,"[1.6, 6.88, 11.04]","[{'type': 'Phosphate', 'indices': [5]}, {'type': 'Phosphate', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'1.6': {'type': 'Phosphate', 'indices': [5]}, '6.88': {'type': 'Phosphate', 'indices': [6]}, '11.04': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 1.6), (6, 6.88), (0, 11.04)]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,"[4.0, 7.27, 9.85]","[{'type': 'COOH', 'indices': [42]}, {'type': 'SecondaryAmine', 'indices': [21]}, {'type': 'SecondaryAmine', 'indices': [24]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [23]}]","{'4.0': {'type': 'COOH', 'indices': [42]}, '7.27': {'type': 'PrimaryAmine', 'indices': [0]}, '9.85': {'type': 'PrimaryAmine', 'indices': [17]}}","[(42, 4.0), (0, 7.27), (17, 9.85)]"
CNCCCNCCCN,"[7.03, 9.69, 10.68]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'SecondaryAmine', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'7.03': {'type': 'PrimaryAmine', 'indices': [9]}, '9.69': {'type': 'SecondaryAmine', 'indices': [1]}, '10.68': {'type': 'SecondaryAmine', 'indices': [5]}}","[(9, 7.03), (1, 9.69), (5, 10.68)]"
NCC(=O)N[C@@H](CS)C(O)=O,"[2.73, 8.04, 9.48]","[{'type': 'COOH', 'indices': [9]}, {'type': 'Thiol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.73': {'type': 'COOH', 'indices': [9]}, '8.04': {'type': 'Thiol', 'indices': [7]}, '9.48': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 2.73), (7, 8.04), (0, 9.48)]"
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,"[3.36, 7.92, 9.78]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.36': {'type': 'COOH', 'indices': [19]}, '7.92': {'type': 'PrimaryAmine', 'indices': [0]}, '9.78': {'type': 'Phenol', 'indices': [11]}}","[(19, 3.36), (0, 7.92), (11, 9.78)]"
NCCCCNCCCN,"[8.4, 9.83, 10.85]","[{'type': 'SecondaryAmine', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'8.4': {'type': 'PrimaryAmine', 'indices': [0]}, '9.83': {'type': 'PrimaryAmine', 'indices': [9]}, '10.85': {'type': 'SecondaryAmine', 'indices': [5]}}","[(0, 8.4), (9, 9.83), (5, 10.85)]"
NCC(=O)NCC(=O)N[C@@H](CS)C(O)=O,"[3.07, 7.82, 9.48]","[{'type': 'COOH', 'indices': [13]}, {'type': 'Thiol', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.07': {'type': 'COOH', 'indices': [13]}, '7.82': {'type': 'Thiol', 'indices': [11]}, '9.48': {'type': 'PrimaryAmine', 'indices': [0]}}","[(13, 3.07), (11, 7.82), (0, 9.48)]"
NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[3.19, 7.91, 9.75]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.19': {'type': 'COOH', 'indices': [19]}, '7.91': {'type': 'PrimaryAmine', 'indices': [0]}, '9.75': {'type': 'Phenol', 'indices': [15]}}","[(19, 3.19), (0, 7.91), (15, 9.75)]"
NCC(=O)NC(CO[P](O)(O)=O)C(O)=O,"[2.91, 6.03, 8.42]","[{'type': 'PhosphonicAcid', 'indices': [9]}, {'type': 'PhosphonicAcid', 'indices': [10]}, {'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.91': {'type': 'COOH', 'indices': [13]}, '6.03': {'type': 'PhosphonicAcid', 'indices': [9]}, '8.42': {'type': 'PrimaryAmine', 'indices': [0]}}","[(13, 2.91), (9, 6.03), (0, 8.42)]"
NCCCC[C@H](NC(=O)[C@@H](N)CO)C(O)=O,"[2.92, 7.16, 10.49]","[{'type': 'COOH', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [10]}]","{'2.92': {'type': 'COOH', 'indices': [14]}, '7.16': {'type': 'PrimaryAmine', 'indices': [0]}, '10.49': {'type': 'PrimaryAmine', 'indices': [10]}}","[(14, 2.92), (0, 7.16), (10, 10.49)]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"[3.41, 8.12, 10.24]","[{'type': 'COOH', 'indices': [30]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.41': {'type': 'COOH', 'indices': [30]}, '8.12': {'type': 'PrimaryAmine', 'indices': [0]}, '10.24': {'type': 'PrimaryAmine', 'indices': [17]}}","[(30, 3.41), (0, 8.12), (17, 10.24)]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CN)C(O)=O,"[3.19, 8.03, 9.88]","[{'type': 'COOH', 'indices': [23]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [21]}]","{'3.19': {'type': 'COOH', 'indices': [23]}, '8.03': {'type': 'PrimaryAmine', 'indices': [0]}, '9.88': {'type': 'PrimaryAmine', 'indices': [21]}}","[(23, 3.19), (0, 8.03), (21, 9.88)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,"[2.46, 4.4, 8.53]","[{'type': 'COOH', 'indices': [27]}, {'type': 'COOH', 'indices': [30]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.46': {'type': 'COOH', 'indices': [27]}, '4.4': {'type': 'COOH', 'indices': [30]}, '8.53': {'type': 'PrimaryAmine', 'indices': [0]}}","[(27, 2.46), (30, 4.4), (0, 8.53)]"
NC1(CCCC1)[P](O)(O)=O,"[1.0, 5.83, 10.17]","[{'type': 'Phosphate', 'indices': [7]}, {'type': 'Phosphate', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'1.0': {'type': 'Phosphate', 'indices': [7]}, '5.83': {'type': 'Phosphate', 'indices': [8]}, '10.17': {'type': 'PrimaryAmine', 'indices': [0]}}","[(7, 1.0), (8, 5.83), (0, 10.17)]"
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[3.23, 7.79, 10.13]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.23': {'type': 'COOH', 'indices': [19]}, '7.79': {'type': 'PrimaryAmine', 'indices': [5]}, '10.13': {'type': 'Phenol', 'indices': [15]}}","[(19, 3.23), (5, 7.79), (15, 10.13)]"
CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[3.14, 8.07, 10.3]","[{'type': 'COOH', 'indices': [23]}, {'type': 'Phenol', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.14': {'type': 'COOH', 'indices': [23]}, '8.07': {'type': 'Phenol', 'indices': [19]}, '10.3': {'type': 'PrimaryAmine', 'indices': [9]}}","[(23, 3.14), (19, 8.07), (9, 10.3)]"
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,"[3.28, 4.49, 7.74]","[{'type': 'COOH', 'indices': [26]}, {'type': 'COOH', 'indices': [33]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.28': {'type': 'COOH', 'indices': [26]}, '4.49': {'type': 'COOH', 'indices': [33]}, '7.74': {'type': 'PrimaryAmine', 'indices': [9]}}","[(26, 3.28), (33, 4.49), (9, 7.74)]"
OC(C(CC(O)=O)C(O)=O)C(O)=O,"[3.05, 4.3, 5.74]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [11]}]","{'3.05': {'type': 'COOH', 'indices': [5]}, '4.3': {'type': 'COOH', 'indices': [8]}, '5.74': {'type': 'COOH', 'indices': [11]}}","[(5, 3.05), (8, 4.3), (11, 5.74)]"
OC([P](O)(O)=O)[P](O)(O)=O,"[2.6, 6.78, 10.26]","[{'type': 'Phosphate', 'indices': [3]}, {'type': 'Phosphate', 'indices': [4]}, {'type': 'Phosphate', 'indices': [7]}, {'type': 'Phosphate', 'indices': [8]}]","{'2.6': {'type': 'Phosphate', 'indices': [3]}, '6.78': {'type': 'Phosphate', 'indices': [4]}, '10.26': {'type': 'Phosphate', 'indices': [7]}}","[(3, 2.6), (4, 6.78), (7, 10.26)]"
NCCCC(C(O)=O)C(O)=O,"[2.52, 4.86, 10.45]","[{'type': 'COOH', 'indices': [6]}, {'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.52': {'type': 'COOH', 'indices': [6]}, '4.86': {'type': 'COOH', 'indices': [9]}, '10.45': {'type': 'PrimaryAmine', 'indices': [0]}}","[(6, 2.52), (9, 4.86), (0, 10.45)]"
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,"[3.39, 7.41, 10.11]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.39': {'type': 'COOH', 'indices': [19]}, '7.41': {'type': 'PrimaryAmine', 'indices': [9]}, '10.11': {'type': 'Phenol', 'indices': [15]}}","[(19, 3.39), (9, 7.41), (15, 10.11)]"
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[3.02, 8.14, 9.98]","[{'type': 'COOH', 'indices': [15]}, {'type': 'Phenol', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.02': {'type': 'COOH', 'indices': [15]}, '8.14': {'type': 'Phenol', 'indices': [11]}, '9.98': {'type': 'PrimaryAmine', 'indices': [0]}}","[(15, 3.02), (11, 8.14), (0, 9.98)]"
OC(=O)CC(S)C(O)=O,"[3.09, 4.57, 10.38]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'Thiol', 'indices': [5]}]","{'3.09': {'type': 'COOH', 'indices': [0]}, '4.57': {'type': 'COOH', 'indices': [7]}, '10.38': {'type': 'Thiol', 'indices': [5]}}","[(0, 3.09), (7, 4.57), (5, 10.38)]"
OC(=O)CC(CC(O)=O)C(O)=O,"[3.47, 4.51, 5.85]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [10]}]","{'3.47': {'type': 'COOH', 'indices': [0]}, '4.51': {'type': 'COOH', 'indices': [7]}, '5.85': {'type': 'COOH', 'indices': [10]}}","[(0, 3.47), (7, 4.51), (10, 5.85)]"
OC(=O)CC(O)(CC(O)=O)C(O)=O,"[2.9, 4.35, 5.72]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [11]}]","{'2.9': {'type': 'COOH', 'indices': [0]}, '4.35': {'type': 'COOH', 'indices': [8]}, '5.72': {'type': 'COOH', 'indices': [11]}}","[(0, 2.9), (8, 4.35), (11, 5.72)]"
OC(=O)CSCCN(CC(O)=O)CC(O)=O,"[2.0, 3.53, 8.82]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [14]}, {'type': 'TertiaryAmine', 'indices': [7]}]","{'2.0': {'type': 'COOH', 'indices': [0]}, '3.53': {'type': 'COOH', 'indices': [10]}, '8.82': {'type': 'TertiaryAmine', 'indices': [7]}}","[(0, 2.0), (10, 3.53), (7, 8.82)]"
OC(=O)CN(CC(O)=O)c1ccccc1C(O)=O,"[2.2, 2.99, 7.73]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [16]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.2': {'type': 'COOH', 'indices': [0]}, '2.99': {'type': 'COOH', 'indices': [7]}, '7.73': {'type': 'TertiaryAmine', 'indices': [4]}}","[(0, 2.2), (7, 2.99), (4, 7.73)]"
Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,"[2.62, 3.45, 8.31]","[{'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [14]}, {'type': 'Pyridine', 'indices': [16]}, {'type': 'TertiaryAmine', 'indices': [7]}]","{'2.62': {'type': 'COOH', 'indices': [10]}, '3.45': {'type': 'Pyridine', 'indices': [16]}, '8.31': {'type': 'TertiaryAmine', 'indices': [7]}}","[(10, 2.62), (16, 3.45), (7, 8.31)]"
