SMILES,pKa,Dissociable_Atoms,Functional_Group,Name
CCN(CC)C(S)=S,3.22,2,tertiary_amine,"N,N-Diethyldithiocarbamic acid"
CCN(CC)C(S)=S,3.16,2,tertiary_amine,"N,N-Diethyldithiocarbamic acid"
CCN(CC)C(S)=S,3.42,2,tertiary_amine,"N,N-Diethyldithiocarbamic acid"
C[N+]([O-])=O,10.2,1,n_oxide,Nitromethane
CC[N+]([O-])=O,8.57,2,n_oxide,Nitroethane
CCC[N+]([O-])=O,9.0,3,n_oxide,1-Nitropropane
CC(C)[N+]([O-])=O,7.7,2,n_oxide,2-Nitropropane
C[S](O)(=O)=O,1.92,2,alcohol,Methylsulfonic acid
CC[S](O)(=O)=O,1.68,3,alcohol,Ethylsulfonic acid
CCC[S](O)(=O)=O,1.53,4,alcohol,Propylsulfonic acid
CC(=O)NO,9.29,3,amine_secondary,Acetohydroxamic acid
CC(=O)NO,9.35,3,amine_secondary,Acetohydroxamic acid
CC(=O)NO,9.07,3,amine_secondary,Acetohydroxamic acid
CC(=O)NO,9.02,3,amine_secondary,Acetohydroxamic acid
CCC(=O)NO,9.44,4,amine_secondary,Propanohydroxamic acid
CN(O)C(C)=O,8.63,1,tertiary_amine,N-Methylacetohydroxamic acid
CC(=O)N(O)c1ccccc1,8.33,6,tertiary_amine,N-Phenylacetohydroxamic acid
Cc1ccc(cc1)N(O)C(C)=O,8.7,11,tertiary_amine,N-(4-Methylphenyl)acetohydroxamic acid
CC(=O)N(O)c1cccc(c1)C#N,8.15,22,nitrile,N-(3-Cyanophenyl)acetohydroxamic acid
CC(=O)N(O)c1ccc(cc1)C#N,8.14,22,nitrile,N-(4-Cyanophenyl)acetohydroxamic acid
CC(=O)N(O)c1cccc(I)c1,8.2,6,tertiary_amine,N-(3-Iodophenyl)acetohydroxamic acid
CC(=O)N(O)c1ccc(I)cc1,8.18,6,tertiary_amine,N-(4-Iodophenyl)acetohydroxamic acid
CC(=O)N(O)c1cccc(c1)C(C)=O,8.23,6,tertiary_amine,N-(3-Acetylphenyl)acetohydroxamic acid
ONC(=O)c1ccccc1,8.76,1,amine_secondary,Benzohydroxamic acid
ONC(=O)c1ccccc1,8.79,1,amine_secondary,Benzohydroxamic acid
ONC(=O)c1ccccc1,8.6,1,amine_secondary,Benzohydroxamic acid
ONC(=O)c1ccccc1,8.68,1,amine_secondary,Benzohydroxamic acid
ONC(=O)c1ccccc1,8.5,1,amine_secondary,Benzohydroxamic acid
ONC(=O)c1ccccc1,9.03,1,amine_secondary,Benzohydroxamic acid
Cc1ccccc1C(=O)NO,8.56,9,amine_secondary,2-Methylbenzohydroxamic acid
CN(O)C(=O)c1ccccc1,8.17,1,tertiary_amine,N-Methylbenzohydroxamic acid
CN(O)C(=O)c1ccc(C)cc1,8.39,1,tertiary_amine,N-Methyl-4-methylbenzohydroxamic acid
CN(O)C(=O)c1ccc(cc1)[N+]([O-])=O,7.83,20,n_oxide,N-Methyl-4-nitrobenzohydroxamic acid
COc1ccc(cc1)C(=O)N(C)O,8.56,17,tertiary_amine,N-Methyl-4-methoxybenzohydroxamic acid
ON(c1ccccc1)C(=O)c2ccccc2,8.15,1,tertiary_amine,N-Phenylbenzohydroxamic acid
ON(c1ccccc1)C(=O)c2ccccc2,8.0,1,tertiary_amine,N-Phenylbenzohydroxamic acid
COc1ccc(cc1)C(=O)NO,8.65,10,amine_secondary,4-Methoxybenzohydroxamic acid
ON(C(=O)C=Cc1ccccc1)c2ccccc2,8.8,1,tertiary_amine,"N,3-Diphenylpropenohydroxamic acid (N-Cinnamoyl-N-phenylhydroxylamine)"
ON(C(=O)C=Cc1ccccc1)c2ccccc2,8.81,1,tertiary_amine,"N,3-Diphenylpropenohydroxamic acid (N-Cinnamoyl-N-phenylhydroxylamine)"
CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC1=O,9.44,6:26,tertiary_amine:tertiary_amine,Rhodotorulic acid
CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC1=O,8.49,6:26,tertiary_amine:tertiary_amine,Rhodotorulic acid
CN(O)C(=O)CCOCC(C)(COCCC(=O)N(C)O)COCCC(=O)N(C)O,9.75,1:28:43,tertiary_amine:tertiary_amine:tertiary_amine,"1,1,1-Tris{[2-{(N-methylhydroxylamino)carbonyl}ethoxy]methyl}ethane"
CN(O)C(=O)CCOCC(C)(COCCC(=O)N(C)O)COCCC(=O)N(C)O,8.99,1:28:43,tertiary_amine:tertiary_amine:tertiary_amine,"1,1,1-Tris{[2-{(N-methylhydroxylamino)carbonyl}ethoxy]methyl}ethane"
CN(O)C(=O)CCOCC(C)(COCCC(=O)N(C)O)COCCC(=O)N(C)O,8.26,1:28:43,tertiary_amine:tertiary_amine:tertiary_amine,"1,1,1-Tris{[2-{(N-methylhydroxylamino)carbonyl}ethoxy]methyl}ethane"
CC(=O)N(O)CCCOCC(C)(COCCCN(O)C(C)=O)COCCCN(O)C(C)=O,9.69,6:25:41,tertiary_amine:tertiary_amine:tertiary_amine,"1,1,1-Tris{[3-(N-acetylhydroxylamino)propoxy]methyl}ethane"
CC(=O)N(O)CCCOCC(C)(COCCCN(O)C(C)=O)COCCCN(O)C(C)=O,9.02,6:25:41,tertiary_amine:tertiary_amine:tertiary_amine,"1,1,1-Tris{[3-(N-acetylhydroxylamino)propoxy]methyl}ethane"
CC(=O)N(O)CCCOCC(C)(COCCCN(O)C(C)=O)COCCCN(O)C(C)=O,8.39,6:25:41,tertiary_amine:tertiary_amine:tertiary_amine,"1,1,1-Tris{[3-(N-acetylhydroxylamino)propoxy]methyl}ethane"
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,10.79,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,10.89,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,9.55,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,9.7,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,9.61,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,8.96,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,9.03,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,9.05,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,8.32,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,8.39,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,8.51,38:10:24:4,amine_primary:amine_secondary:amine_secondary:alcohol,Desferriferrioxamin B
ON1CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC1=O,9.89,7:21:35,amine_secondary:amine_secondary:amine_secondary,Desferriferrioxamin E (Nocardamin)
ON1CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC1=O,9.42,7:21:35,amine_secondary:amine_secondary:amine_secondary,Desferriferrioxamin E (Nocardamin)
ON1CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC1=O,8.63,7:21:35,amine_secondary:amine_secondary:amine_secondary,Desferriferrioxamin E (Nocardamin)
CNO,5.96,1,amine_secondary,N-Methylhydroxylamine
CN(C)O,5.2,1,tertiary_amine,"N,N-Dimethylhydroxylamine"
CON,4.6,2,amine_primary,O-Methylhydroxylamine
CNOC,4.75,1,amine_secondary,"N,O-Dimethylhydroxylamine"
CON(C)C,3.65,2,tertiary_amine,"N,N,O-Trimethylhydroxylamine"
ON1C(=O)CCCC1=O,7.65,0,alcohol,"N-Hydroxy-2,6-dioxoperhydroazine (N-Hydroxyglutarimide)"
CC(=O)C(/C)=N/O,9.28,6,alcohol,"Butane-2,3-dione monoxime (Diacetylmonoxime)"
CC(=O)C(/C)=N/O,9.51,6,alcohol,"Butane-2,3-dione monoxime (Diacetylmonoxime)"
CC(=NO)C(=O)c1ccccc1,9.1,3,alcohol,"1-Phenylpropane-1,2-dione 2-oxime"
CC(=NO)C(=O)c1ccccc1,9.31,3,alcohol,"1-Phenylpropane-1,2-dione 2-oxime"
CON=C(C)C=NO,10.45,7,alcohol,"Butane-2,3-dione dioxime (Dimethylglyoxime)"
CON=C(C)C=NO,10.66,7,alcohol,"Butane-2,3-dione dioxime (Dimethylglyoxime)"
CCON=C(C)C=NO,10.46,8,alcohol,"Pentane-2,3-dione dioxime (Ethylmethylglyoxime)"
CCON=C(CC)C=NO,10.67,9,alcohol,"Hexane-3,4-dione dioxime (Diethylglyoxime)"
CCCON=C(CCC)C=NO,10.81,11,alcohol,"Octane-4,5-dione dioxime (Dipropylglyoxime)"
ONC1=C(CCCC1)N=O,10.57,1,amine_secondary,"Cyclohexane-1,2-dione dioxime (Nioxime)"
ONC1=C(CCCC1)N=O,10.7,1,amine_secondary,"Cyclohexane-1,2-dione dioxime (Nioxime)"
CC1CCC(=C(C1)NO)N=O,10.54,7,amine_secondary,"4-Methylcyclohexane-1,2-dione dioxime (4-Methylnioxime)"
ONC1=C(CCCCC1)N=O,10.54,1,amine_secondary,"Cycloheptane-1,2-dione dioxime (Heptoxime)"
ONC1=C(CCCCC1)N=O,10.49,1,amine_secondary,"Cycloheptane-1,2-dione dioxime (Heptoxime)"
ONC1=C(CCCCC1)N=O,10.56,1,amine_secondary,"Cycloheptane-1,2-dione dioxime (Heptoxime)"
ONC1=C(CCCCC1)N=O,10.7,1,amine_secondary,"Cycloheptane-1,2-dione dioxime (Heptoxime)"
ONC(/c1ccccc1)=C(N=O)\c2ccccc2,10.3,1,amine_secondary,"1,2-Diphenylethane-1,2-dione dioxime (alpha-Benzil dioxime)"
ONC(/c1ccccc1)=C(N=O)\c2ccccc2,10.15,1,amine_secondary,"1,2-Diphenylethane-1,2-dione dioxime (alpha-Benzil dioxime)"
ON=C(c1occc1)C(=NO)c2occc2,9.73,0,alcohol,"1,2-Di(2-oxole)ethane-1,2-dione dioxime (alpha-Furil dioxime)"
ON=C(c1occc1)C(=NO)c2occc2,9.72,0,alcohol,"1,2-Di(2-oxole)ethane-1,2-dione dioxime (alpha-Furil dioxime)"
ON=C1C(=O)NC(=O)NC1=O,13.2,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,14.1,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,9.62,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,9.35,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,9.31,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,9.43,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,10.07,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,4.35,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,4.25,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,4.26,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,4.37,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
ON=C1C(=O)NC(=O)NC1=O,4.58,0:5:8,alcohol:amine_secondary:amine_secondary,"2,4,5,6-Tetraoxoperhydro-1,3-diazine 5-oxime (Violuric acid)"
NNC(N)=S,1.7,0,amine_primary,Thiosemicarbazide
NNC(N)=S,1.8,0,amine_primary,Thiosemicarbazide
NNC(N)=S,1.9,0,amine_primary,Thiosemicarbazide
NNC(N)=S,2.0,0,amine_primary,Thiosemicarbazide
NC(=S)NN=Cc1ccc(cc1)[S](O)(=O)=O,10.8,0,amine_primary,1-(4-Sulfobenzylidene)thiosemicarbazide (p-Sulfobenzaldehyde thiosemicarbazone)
NC(=S)NN=C1C(=O)Nc2ccc(cc12)[S](O)(=O)=O,8.43,0,amine_primary,"1-(4-Sulfobenzo[1,2-d]-2,3-dioxoazolidine)thiosemicarbozide (5-Sulfoisatin-3-thiosemicarbazone)"
CN1C(=O)C(=NNC(N)=S)c2cc(ccc12)[S](O)(=O)=O,8.48,8,amine_primary,"1-(N-Methyl-4-sulfobenzo[1,2-d]-2,3-dioxoazolidine)thiosemicarbozide (1-Methyl-5-sulfoisatin-3-thiosemicarbazone)"
NNC(N)=[Se],0.9,0,amine_primary,Selenosemicarbazide
NNC(=O)NN,4.14,0:5,amine_primary:amine_primary,Carbohydrazide
NNC(=O)NN,2.09,0:5,amine_primary:amine_primary,Carbohydrazide
NNC(=S)NN,3.13,0:5,amine_primary:amine_primary,Thiocarbohydrazide
NNC(=S)NN,3.16,0:5,amine_primary:amine_primary,Thiocarbohydrazide
NNC(=S)NN,3.21,0:5,amine_primary:amine_primary,Thiocarbohydrazide
NNC(=S)NN,3.39,0:5,amine_primary:amine_primary,Thiocarbohydrazide
NNC(=S)NN,0.8,0:5,amine_primary:amine_primary,Thiocarbohydrazide
NNC(=S)NN,0.8,0:5,amine_primary:amine_primary,Thiocarbohydrazide
NNC(=S)NN,0.8,0:5,amine_primary:amine_primary,Thiocarbohydrazide
NNC(=S)NN,1.0,0:5,amine_primary:amine_primary,Thiocarbohydrazide
S=C(NNc1ccccc1)N=Nc2ccccc2,4.45,2,amine_secondary,"1,5-Diphenyl-1,2,4,5-tetraazapent-1-en-3-thione (Diphenylthiocarbazone)(Dithizone)"
NC(=S)C(N)=S,13.1,0:4,amine_primary:amine_primary,Dithiooxamide
NC(=S)C(N)=S,10.84,0:4,amine_primary:amine_primary,Dithiooxamide
NC(=S)C(N)=S,10.78,0:4,amine_primary:amine_primary,Dithiooxamide
NC(=S)C(N)=S,10.77,0:4,amine_primary:amine_primary,Dithiooxamide
NC(=S)C(N)=S,11.05,0:4,amine_primary:amine_primary,Dithiooxamide
CNC(=S)C(N)=S,13.8,1:5,amine_secondary:amine_primary,N-Methyldithiooxamide
CNC(=S)C(N)=S,11.09,1:5,amine_secondary:amine_primary,N-Methyldithiooxamide
CNC(=S)C(N)=S,11.03,1:5,amine_secondary:amine_primary,N-Methyldithiooxamide
CNC(=S)C(N)=S,11.03,1:5,amine_secondary:amine_primary,N-Methyldithiooxamide
CNC(=S)C(N)=S,11.3,1:5,amine_secondary:amine_primary,N-Methyldithiooxamide
CNC(=S)C(=S)NC,14.2,1:6,amine_secondary:amine_secondary,"N,N'-Dimethyldithiooxamide"
CNC(=S)C(=S)NC,11.67,1:6,amine_secondary:amine_secondary,"N,N'-Dimethyldithiooxamide"
CN(C)C(=S)C(N)=S,10.56,1,tertiary_amine,"N,N-Dimethyldithiooxamide"
CN(C)C(=S)C(N)=S,10.49,1,tertiary_amine,"N,N-Dimethyldithiooxamide"
CN(C)C(=S)C(N)=S,10.46,1,tertiary_amine,"N,N-Dimethyldithiooxamide"
CN(C)C(=S)C(N)=S,10.76,1,tertiary_amine,"N,N-Dimethyldithiooxamide"
O[S](=O)(=O)CCNC(=S)C(=S)NCC[S](O)(=O)=O,11.1,6:11,amine_secondary:amine_secondary,"N,N'-Bis(2-sulfoethyl)dithiooxamide"
O[S](=O)(=O)CCNC(=S)C(=S)NCC[S](O)(=O)=O,10.5,6:11,amine_secondary:amine_secondary,"N,N'-Bis(2-sulfoethyl)dithiooxamide"
O[S](=O)(=O)CCNC(=S)C(=S)NCC[S](O)(=O)=O,11.73,6:11,amine_secondary:amine_secondary,"N,N'-Bis(2-sulfoethyl)dithiooxamide"
O[S](=O)(=O)CCNC(=S)C(=S)NCC[S](O)(=O)=O,2.55,6:11,amine_secondary:amine_secondary,"N,N'-Bis(2-sulfoethyl)dithiooxamide"
OCCNC(=S)C(=S)NCCO,11.07,3,amine_secondary,"N,N'-Bis(2-hydroxyethyl)dithiooxamide"
NC(N)=N,13.5,0,amine_primary,Guanidine
NC(=N)NC(N)=N,13.0,0:5,amine_primary:amine_primary,Biguanide
NC(=N)NC(N)=N,3.01,0:5,amine_primary:amine_primary,Biguanide
[H+].[Cl-].CN(C)C(=N)N=C(N)N,12.4,9:10,amine_primary:amine_primary,"1,1-Dimethylbiguanide (Metformin)"
[H+].[Cl-].CN(C)C(=N)N=C(N)N,2.96,9:10,amine_primary:amine_primary,"1,1-Dimethylbiguanide (Metformin)"
[H+].[Cl-].CN(C)C(=N)N=C(N)N,3.24,9:10,amine_primary:amine_primary,"1,1-Dimethylbiguanide (Metformin)"
[OH-],13.78,1,alcohol,Hydroxide ion
[OH-],13.95,1,alcohol,Hydroxide ion
[OH-],13.38,1,alcohol,Hydroxide ion
[OH-],13.69,1,alcohol,Hydroxide ion
[OH-],13.74,1,alcohol,Hydroxide ion
[OH-],13.77,1,alcohol,Hydroxide ion
[OH-],13.71,1,alcohol,Hydroxide ion
[OH-],13.78,1,alcohol,Hydroxide ion
[OH-],13.94,1,alcohol,Hydroxide ion
[OH-],13.8,1,alcohol,Hydroxide ion
[OH-],13.93,1,alcohol,Hydroxide ion
[OH-],13.96,1,alcohol,Hydroxide ion
[OH-],13.87,1,alcohol,Hydroxide ion
[OH-],13.95,1,alcohol,Hydroxide ion
[OH-],13.99,1,alcohol,Hydroxide ion
[OH-],14.15,1,alcohol,Hydroxide ion
[OH-],14.2,1,alcohol,Hydroxide ion
[OH-],14.52,1,alcohol,Hydroxide ion
[OH-],14.47,1,alcohol,Hydroxide ion
[OH-],15.22,1,alcohol,Hydroxide ion
[OH-],15.94,1,alcohol,Hydroxide ion
[OH-],14.533,1,alcohol,Hydroxide ion
[OH-],13.997,1,alcohol,Hydroxide ion
[OH-],13.544,1,alcohol,Hydroxide ion
O[V](O)(O)=O,13.5,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,13.3,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,13.4,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,13.3,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,13.4,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,13.2,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,13.3,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,13.1,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,13.2,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,13.3,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,14.3,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,8.23,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,8.31,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,7.89,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,7.88,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,7.85,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,8.04,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,7.85,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,7.84,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,8.0,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[V](O)(O)=O,8.55,0:2,alcohol:alcohol,Hydrogen vanadate (Vanadic acid)
O[Cr](O)(=O)=O,6.05,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,5.81,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,5.73,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,5.68,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,5.91,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,5.91,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,6.51,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,0.6,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,0.7,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,0.7,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,0.7,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Cr](O)(=O)=O,0.2,0:2,alcohol:alcohol,Hydrogen chromate (Chromic acid)
O[Mo](O)(=O)=O,3.78,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[Mo](O)(=O)=O,3.39,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[Mo](O)(=O)=O,3.52,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[Mo](O)(=O)=O,3.89,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[Mo](O)(=O)=O,4.24,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[Mo](O)(=O)=O,3.77,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[Mo](O)(=O)=O,3.96,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[Mo](O)(=O)=O,3.7,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[Mo](O)(=O)=O,3.61,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[Mo](O)(=O)=O,4.0,0:2,alcohol:alcohol,Hydrogen molybdate (Molybdic acid)
O[W](O)(=O)=O,3.2,0,alcohol,Hydrogen tungstate (Tungstic acid)
O[W](O)(=O)=O,3.0,0,alcohol,Hydrogen tungstate (Tungstic acid)
O[W](O)(=O)=O,2.9,0,alcohol,Hydrogen tungstate (Tungstic acid)
O[W](O)(=O)=O,2.7,0,alcohol,Hydrogen tungstate (Tungstic acid)
O[W](O)(=O)=O,3.6,0,alcohol,Hydrogen tungstate (Tungstic acid)
OB(O)O,8.98,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.87,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.75,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.85,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.97,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.83,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.89,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.79,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,9.0,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.81,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.95,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,9.11,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,8.91,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,9.02,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,9.38,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,9.236,0,alcohol,Hydrogen borate (Boric acid)
OB(O)O,9.125,0,alcohol,Hydrogen borate (Boric acid)
C#N,9.04,0,nitrile,Hydrogen cyanide (Hydrocyanic acid)
C#N,8.95,0,nitrile,Hydrogen cyanide (Hydrocyanic acid)
C#N,8.95,0,nitrile,Hydrogen cyanide (Hydrocyanic acid)
C#N,9.22,0,nitrile,Hydrogen cyanide (Hydrocyanic acid)
C#N,9.48,0,nitrile,Hydrogen cyanide (Hydrocyanic acid)
C#N,9.66,0,nitrile,Hydrogen cyanide (Hydrocyanic acid)
C#N,9.63,0,nitrile,Hydrogen cyanide (Hydrocyanic acid)
C#N,9.21,0,nitrile,Hydrogen cyanide (Hydrocyanic acid)
C#N,8.88,0,nitrile,Hydrogen cyanide (Hydrocyanic acid)
OC#N,3.48,3,nitrile,Hydrogen cyanate (Cyanic acid)
SC#N,0.9,3,nitrile,Hydrogen thiocyanate (Thiocyanic acid)
SC#N,0.8,3,nitrile,Hydrogen thiocyanate (Thiocyanic acid)
SC#N,1.1,3,nitrile,Hydrogen thiocyanate (Thiocyanic acid)
OC(O)=O,9.91,0:2,carboxylic_acid:carboxylic_acid,Hydrogen carbonate (Carbonic acid)
OC(O)=O,9.61,0:2,carboxylic_acid:carboxylic_acid,Hydrogen carbonate (Carbonic acid)
OC(O)=O,9.73,0:2,carboxylic_acid:carboxylic_acid,Hydrogen carbonate (Carbonic acid)
OC(O)=O,9.54,0:2,carboxylic_acid:carboxylic_acid,Hydrogen carbonate (Carbonic acid)
OC(O)=O,9.51,0:2,carboxylic_acid:carboxylic_acid,Hydrogen carbonate (Carbonic acid)
OC(O)=O,9.54,0:2,carboxylic_acid:carboxylic_acid,Hydrogen carbonate (Carbonic acid)
