Metal ion,Ligand,Formula,Figure definition,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,PubChemFormula,PubChemSMILES,FormulaMatch
H⁺,"1,7-Dihydroxy-4-sulfo-2-naphthoic acid",C10H8O7S1,H4L,Ketones (oxo ligands),[HL]/[L][H],25,0.5,Log K,12.25,,,False
H⁺,"3,5-Dihydroxy-7-sulfo-2-naphthoic acid",C10H8O7S1,H4L,Ketones (oxo ligands),[HL]/[L][H],25,0.5,Log K,12.37,,,False
H⁺,"2-(2-Carboxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid",C17H12N2O10S2,H5L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,9.97,,,False
H⁺,"2-[2-(Carboxymethyl)phenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid",C18H14N2O10S2,H5L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,9.64,,,False
H⁺,"2-(2-Oxalophenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid",C18H12N2O11S2,H5L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,9.96,C22H18As2N4O14S2,C1=CC=C(C(=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)O)S(=O)(=O)O)N=NC4=CC=CC=C4[As](=O)(O)O)O)O)[As](=O)(O)O,False
H⁺,"2-[2-(Carboxymethoxy)phenylazo]-1,8-dihydroxynaphthalene-3,6-disulfonic acid",C18H14N2O11S2,H5L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,9.83,C11H8O7S,C1=CC2=C(C=C(C(=C2C=C1O)O)C(=O)O)S(=O)(=O)O,False
H⁺,"2-{2-[Carboxy(hydroxy)methyl]phenylazo}-1,8-dihydroxynaphthalene-3,6-disulfonic acid",C18H14N2O11S2,H5L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,9.39,,,False
H⁺,"2-(2-Methoxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid",C17H12N2O9S2,H4L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,9.92,,,False
H⁺,"2-(2-Acetylphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid",C18H14N2O9S2,H4L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,9.65,,,False
H⁺,"2-(2-Hydroxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid",C16H12N2O9S2,H5L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,10.6,,,False
H⁺,"2-(5-Chloro-2-hydroxyphenylazo)-1,8-dihydroxynaphthalene-3,6-disulfonic acid",C16H11Cl1N2O9S2,H5L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,10.35,,,False
H⁺,1-(2-Hydroxy-5-sulfophenylazo)-2-naphthol,C16H12N2O5S1,H3L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,12.78,,,False
H⁺,2-Hydroxy-1-(1-hydroxy-2-naphthylazo)naphthalene-4-sulfonic acid,C20H13N2O5S1,H3L,Ketones (oxo ligands),[HL]/[L][H],25,0.0,Log K,12.81,,,False
H⁺,2-Hydroxy-1-(2-hydroxy-1-naphthylazo)naphthalene-4-sulfonic acid,C20H13N2O5S1,H3L,Ketones (oxo ligands),[HL]/[L][H],25,0.0,Log K,13.8,,,False
H⁺,2-Hydroxy-1-(2-hydroxy-1-naphthylazo)-6-nitronaphthalene-4-sulfonic acid,C20H13N3O7S1,H3L,Ketones (oxo ligands),[HL]/[L][H],25,0.0,Log K,13.1,,,False
H⁺,2-Hydroxy-1-(1-hydroxy-2-naphthylazo)-6-nitronaphthalene-4-sulfonic acid,C20H13N3O7S1,H3L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,11.39,,,False
H⁺,1-[3-(2-Hydroxy-1-naphthylazo)-2-hydroxy-5-sulfophenylazo]-2-hydroxynaphthalene-6-sulfonic acid,C26H18N4O9S2,H5L,Ketones (oxo ligands),[H₂L]/[HL][H],25,0.1,Log K,12.8,C26H18N4O9S2,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C(=CC(=C3)S(=O)(=O)O)N=NC4=C(C=CC5=C4C=CC(=C5)S(=O)(=O)O)O)O)O,True
H⁺,"1,2-Dihydroxyanthraquinone-3-sulfonic acid",C14H10O5S1,H3L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,10.88,C14H8O7S,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)O,False
H⁺,Tetracycline,C22H24N2O8,H2L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,9.07,C22H24N2O8,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,True
H⁺,7-Chlorotetracycline,C22H23Cl1N2O8,H2L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,8.77,C22H23ClN2O8,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,True
H⁺,7-Chloro-6-demethyltetracycline,C21H22Cl1N2O8,H2L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,8.96,C21H21ClN2O8,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,False
H⁺,6-Deoxy-6-demethyltetracycline,C20H21N2O7,H2L,Ketones (oxo ligands),[HL]/[L][H],37,0.15,Log K,9.12,,,False
H⁺,4-Dedimethylaminotetracycline,C20H19N1O8,H2L,Ketones (oxo ligands),[HL]/[L][H],37,0.15,Log K,7.72,,,False
H⁺,5-Hydroxytetracycline,C22H24N2O9,H2L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,8.73,,,False
H⁺,6-Deoxy-6-demethyl-6-methylene-5-hydroxytetracycline,C22H22N2O8,H2L,Ketones (oxo ligands),[HL]/[L][H],37,0.15,Log K,8.73,C21H22N2O7,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O,False
H⁺,6-Deoxy-5-beta-hydroxytetracycline,C22H24N2O8,H2L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,8.94,C20H19NO8,C[C@@]1([C@H]2C[C@H]3CC(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)O,False
H⁺,Metacycline,C22H23N2O7,H2L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,8.83,C22H24N2O9,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,False
H⁺,Anhydrocycline,C23H24N2O8,H2L,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,8.37,,,False
H⁺,6-Demethyl-6-deoxy-7-(dimethylamino)tetracycline,C23H29N3O7,H2L,Ketones (oxo ligands),[HL]/[L][H],37,0.15,Log K,8.97,,,False
H⁺,4-N-Methyltetracycline,C23H25I1N2O8+,H2L/+,Ketones (oxo ligands),[HL]/[L][H],25,0.1,Log K,7.5,C22H22N2O8,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O,False
Ag⁺,Propanone,C3H6O1,L,cyclic ketones,[ML]/[M][L],25,1.0,Log K,-0.85,C4H6O,CC(=O)C=C,False
Ag⁺,But-1-en-3-one,C4H6O1,L,cyclic ketones,[ML]/[M][L],25,1.0,Log K,-0.38,C3H6O,CC(=O)C,False
Ag⁺,Acetylbenzene,C8H8O1,L,cyclic ketones,[ML]/[M][L],25,1.0,Log K,-0.27,C8H8O,CC(=O)C1=CC=CC=C1,True
Ag⁺,But-2-enal,C4H6O1,L,cyclic ketones,[ML]/[M][L],25,1.0,Log K,-0.72,C4H6O,C/C=C/C=O,True
H⁺,Trifluoroacetaldehyde,C2H1F3O1,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,10.249,C2HF3O,C(=O)C(F)(F)F,True
H⁺,Trichloroacetaldehyde,C2H1Cl3O1,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,10.07,C3H4O2,C(C=O)C=O,False
H⁺,Propanedial,C3H4O2,HL,cyclic ketones,[HL]/[L][H],25,1.0,Log K,4.46,C2HCl3O,C(=O)C(Cl)(Cl)Cl,False
H⁺,"Pentane-2,4-dione",C5H8O2,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,8.81,C5H8O2,CC(=O)CC(=O)C,True
H⁺,"Hexane-2,4-dione",C6H10O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,9.11,C6H10O2,CCC(=O)CC(=O)C,True
H⁺,"3-Methylpentane-2,4-dione",C6H10O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,10.85,C6H10O2,CC(C(=O)C)C(=O)C,True
H⁺,"Heptane-2,4-dione",C7H12O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,9.29,C7H12O2,CCCC(=O)CC(=O)C,True
H⁺,"Heptane-3,5-dione",C7H12O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,9.55,C7H12O2,CCC(=O)CC(=O)CC,True
H⁺,"3-Methylhexane-2,4-dione",C7H12O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,11.2,C7H12O2,CCC(=O)C(C)C(=O)C,True
H⁺,"5-Methylhexane-2,4-dione",C7H12O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,9.42,C7H12O2,CC(C)C(=O)CC(=O)C,True
H⁺,"3-Ethylpentane-2,4-dione",C7H12O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,11.34,C7H12O2,CCC(C(=O)C)C(=O)C,True
H⁺,"6-Methylheptane-2,4-dione",C8H14O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,9.2,C8H14O2,CC(C)CC(=O)CC(=O)C,True
H⁺,"5,5-Dimethylhexane-2,4-dione",C8H14O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,10.0,C8H14O2,CC(=O)CC(=O)C(C)(C)C,True
H⁺,"5,5-Dimethylcyclohexane-1,3-dione",C8H12O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],30,0.0,Log K,5.23,C8H12O2,CC1(CC(=O)CC(=O)C1)C,True
H⁺,"Nonane-4,6-dione",C9H16O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,9.67,C9H16O2,CC(C)C(=O)CC(=O)C(C)C,True
H⁺,"2,6-Dimethylheptane-3,5-dione",C9H16O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,9.82,C9H16O2,CCCC(=O)CC(=O)CCC,True
H⁺,"2,2-Dimethylheptane-3,5-dione",C9H16O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,10.0,C9H16O2,CCC(=O)CC(=O)C(C)(C)C,True
H⁺,"6,6-Dimethylheptane-2,4-dione",C9H16O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,9.26,C9H16O2,CC(=O)CC(=O)CC(C)(C)C,True
H⁺,"2-Methylnonane-4,6-dione",C10H18O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,9.55,C10H18O2,CCCC(=O)CC(=O)CC(C)C,True
H⁺,"2,7-Dimethyloctane-3,5-dione",C10H18O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,9.66,C10H18O2,CC(C)CC(=O)CC(=O)C(C)C,True
H⁺,"2,2,6-Trimethylheptane-3,5-dione",C10H18O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,10.72,C10H18O2,CC(C)C(=O)CC(=O)C(C)(C)C,True
H⁺,"Undecane-5,7-dione",C11H20O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,9.72,,,False
H⁺,"2,8-Dimethylnonane-4,6-dione",C11H20O2,HL,cyclic ketones,[HL]/[L][H],25,0.0,Log K,9.48,,,False
H⁺,"2,7-Dimethylnonane-4,6-dione",C11H20O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,9.88,C11H20O2,CCCCC(=O)CC(=O)CCCC,True
H⁺,"2,2,6,6-Tetramethylheptane-3,5-dione",C11H20O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,11.57,C11H20O2,CC(C)CC(=O)CC(=O)CC(C)C,True
H⁺,"Tridecane-6,8-dione",C12H24O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,9.71,C11H20O2,CC(C)(C)C(=O)CC(=O)C(C)(C)C,False
H⁺,"4-Phenylbutane-2,4-dione",C10H10O2,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,8.41,C13H24O2,CCCCCC(=O)CC(=O)CCCCC,False
H⁺,"1,1,1-Trifluoropentane-2,4-dione",C5H5F3O2,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,6.11,,,False
H⁺,"5,5-Dimethyl-1,1,1-trifluorohexane-2,4-dione",C8H11F3O2,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,7.01,,,False
H⁺,"1,1,1,5,5,5-Hexafluoropentane-2,4-dione",C5H2F6O2,HL,cyclic ketones,[HL]/[L][H],20,0.1,Log K,4.35,C5H5F3O2,CC(=O)CC(=O)C(F)(F)F,False
H⁺,"4-Phenyl-1,1,1-trifluoropentane-2,4-dione",C11H7F3O2,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,6.03,C8H11F3O2,CC(C)(C)C(=O)CC(=O)C(F)(F)F,False
H⁺,"1-(2-Naphthyl)-4,4,4-trifluorobutane-1,3-dione",C14H9F3O2,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,6.28,C5H2F6O2,C(C(=O)C(F)(F)F)C(=O)C(F)(F)F,False
H⁺,"1,2-Naphthoquinone-4-sulfonic acid",C10H6O5S1,H2L,cyclic ketones,[HL]/[L][H],25,0.1,Log K,10.51,,,False
H⁺,"4-(2-Oxolyl)butane-2,4-dione",C8H8O3,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,8.64,,,False
H⁺,"4-(2-Oxolyl)-1,1,1-trifluorobutane-2,4-dione",C8H5F3O3,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,6.22,,,False
H⁺,"1,4-Di(2-oxolyl)propane-1,3-dione",C11H8O4,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,8.15,,,False
H⁺,"4-(2-Thiolyl)butane-2,4-dione",C8H8O2S1,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,8.36,,,False
H⁺,"4-(2-Thiolyl)-1,1,1-trifluorobutane-2,4-dione",C8H5F3O2S1,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,6.28,,,False
H⁺,"4-(2-Selenolyl)butane-2,4-dione",C8H8O2Se1,HL,cyclic ketones,[HL]/[L][H],25,0.1,Log K,8.55,,,False
H⁺,"4-(2-Selenolyl)-1,1,1-trifluorobutane-2,4-dione",C8H5F3O2Se1,HL,cyclic ketones,[HL]/[L][H],25,1.0,Log K,6.32,C10H6O5S,C1=CC=C2C(=C1)C(=CC(=O)C2=O)S(=O)(=O)O,False
H⁺,Dihydroxycyclopropenone,C3H2O3,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,6.03,,,False
H⁺,Dihydroxycyclobutenedione,C4H2O4,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,3.1,,,False
Eu³⁺,Methylhydroxycyclobutenedione,C5H4O3,H2L,miscellaneous alcohols and sugar,[ML]/[M][L],25,1.0,Log K,0.65,,,False
H⁺,Dihydroxycyclopentenetrione,C5H2O5,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,1.8,C3H2O3,C1(=C(C1=O)O)O,False
H⁺,"5,6-Dihydroxycyclohexene-1,2,3,4-tetrone",C6H2O6,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,3.0,Log K,3.58,,,False
H⁺,"1-Hydroxycyclohepta-3,5,7-trien-2-one",C7H6O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,6.7,,,False
H⁺,"1-Hydroxy-4-methylcyclohepta-3,5,7-trien-2-one",C8H8O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],30,0.1,Log K,6.95,,,False
H⁺,"1-Hydroxy-4-(1-methylethyl)cyclohepta-3,5,7-trien-2-one",C10H12O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.02,C4H2O4,C1(=C(C(=O)C1=O)O)O,False
H⁺,"1-Hydroxy-5-(1-methylethyl)cyclohepta-3,5,7-trien-2-one",C10H12O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.1,,,False
H⁺,"3-Cyano-1-hydroxycyclohepta-3,5,7-trien-2-one",C8H5N1O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,2.0,Log K,3.41,,,False
H⁺,"5-Cyano-1-hydroxycyclohepta-3,5,7-trien-2-one",C8H5N1O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,2.0,Log K,3.72,,,False
H⁺,"5-Chloro-1-hydroxycyclohepta-3,5,7-trien-2-one",C7H5Cl1O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,2.0,Log K,5.62,,,False
H⁺,"3-Bromo-1-hydroxycyclohepta-3,5,7-trien-2-one",C7H5Br1O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,2.0,Log K,5.14,,,False
H⁺,"4-Bromo-1-hydroxycyclohepta-3,5,7-trien-2-one",C7H5Br1O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,2.0,Log K,5.72,,,False
H⁺,"5-Bromo-1-hydroxycyclohepta-3,5,7-trien-2-one",C7H5Br1O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,2.0,Log K,5.54,,,False
H⁺,"5-Nitro-1-hydroxycyclohepta-3,5,7-trien-2-one",C7H5N1O4,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,3.21,,,False
H⁺,"1-Hydroxy-2-oxocyclohepta-3,5,7-trien-5-sulfonic acid",C7H6O5S1,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,4.94,,,False
H⁺,"4-Acetyl-1-hydroxycyclohepta-3,5,7-trien-2-one",C9H8O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,2.0,Log K,5.54,,,False
H⁺,"4-Amino-1-hydroxycyclohepta-3,5,7-trien-2-one",C7H7N1O2,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,2.0,Log K,7.47,,,False
H⁺,4-Hydroxy-6-methyl-2-pyrone,C6H6O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,4.69,,,False
H⁺,4-Hydroxy-1-benzopyran-2-one,C9H6O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,4.06,,,False
H⁺,7-Hydroxy-1-benzopyran-2-one,C9H6O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.61,C6H6O3,CC1=CC(=CC(=O)O1)O,False
H⁺,3-Hydroxy-4-pyrone,C5H4O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.5,Log K,7.69,C9H6O3,C1=CC=C2C(=C1)C(=CC(=O)O2)O,False
H⁺,3-Hydroxy-2-methyl-4-pyrone,C6H6O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,8.53,C6H6O3,CC1=C(C(=O)C=CO1)O,True
H⁺,2-Ethyl-3-hydroxy-4-pyrone,C7H8O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,8.55,,,False
H⁺,5-Hydroxy-2-methyl-4-pyrone,C6H6O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,8.02,C7H8O3,CCC1=C(C(=O)C=CO1)O,False
H⁺,2-Chloromethyl-5-hydroxy-4-pyrone,C6H5Cl1O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.46,C6H6O3,CC1=CC(=O)C(=CO1)O,False
H⁺,5-Hydroxy-2-iodomethyl-4-pyrone,C6H5I1O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.54,,,False
H⁺,2-Carboxy-3-hydroxy-4-pyrone,C6H4O5,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.46,,,False
H⁺,"2,6-Dicarboxy-5-hydroxy-4-pyrone",C7H4O7,H3L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.5,Log K,9.35,,,False
H⁺,5-Hydroxy-2-hydroxymethyl-4-pyrone,C6H6O4,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.66,C6H5ClO3,C1=C(OC=C(C1=O)O)CCl,False
H⁺,5-Hydroxy-2-hydroxymethyl-6-methyl-4-pyrone,C7H8O4,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,8.49,,,False
H⁺,6-Bromo-5-hydroxy-2-hydroxymethyl-4-pyrone,C6H5Br1O4,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,6.33,,,False
H⁺,5-Hydroxy-2-hydroxymethyl-6-iodo-4-pyrone,C6H5I1O4,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,6.52,,,False
H⁺,"3-Hydroxy-2,6-bis(hydroxymethyl)-4-pyrone",C7H7O5,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.73,,,False
H⁺,3-Hydroxy-6-hydroxymethyl-2-(1-piperidinylmethyl)-4-pyrone,C12H17N1O4,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,9.2,,,False
H⁺,3-Hydroxy-6-hydroxymethyl-2-(4-morpholinylmethyl)-4-pyrone,C11H17N1O5,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.86,C6H6O4,C1=C(OC=C(C1=O)O)CO,False
H⁺,3-Hydroxy-2-(2-sulfophenyl)-1-benzopyran-4-one,C15H10O6S1,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,8.92,,,False
H⁺,"L-3,4-Dihydroxy-5-(1,2-dihydroxyethyl)-2,5-H-oxole-2-one",C6H7O6,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,11.35,,,False
H⁺,"4-Hydroxy-5-oxocyclopentadiene-1,2,3-tricarboxylic acid trimethylester",C11H10O8,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,7.84,,,False
H⁺,"Trichlorohydroxy-1,4-benzoquinone",C6H1Cl3O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,1.05,,,False
H⁺,"2,5-Dihydroxy-1,4-benzoquinone",C6H4O4,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.5,Log K,5.22,,,False
H⁺,"3,6-Dichloro-2,5-dihydroxy-1,4-benzoquinone",C6H2Cl2O4,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.1,Log K,2.6,C15H10O6S,C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC=CC=C3S(=O)(=O)O)O,False
H⁺,"3,6-Dinitro-2,5-dihydroxy-1,4-benzoquinone",C6H2N2O8,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.5,Log K,-0.5,,,False
H⁺,"2,5-Dihydroxy-1,4-benzoquinone-3,6-disulfonic acid",C6H4O10S2,H4L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.5,Log K,3.81,,,False
H⁺,"3,6-Diphenoxy-2,5-dihydroxy-1,4-benzoquinone",C18H12O6,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.5,Log K,3.0,C6H4O4,C1=C(C(=O)C=C(C1=O)O)O,False
H⁺,"Tetrahydroxy-1,4-benzoquinone",C6H4O6,H4L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.5,Log K,6.65,,,False
H⁺,"2-Hydroxy-1,4-napthoquinone",C10H6O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,4.0,,,False
H⁺,"2-Carboxycyclohepta-2,4,6-trien-1-one",C8H6O3,HL,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,3.73,,,False
H⁺,"3-Carboxy-1-hydroxycyclohepta-3,5,7-trien-2-one",C8H6O4,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,7.98,,,False
H⁺,"4-Carboxy-1-hydroxycyclohepta-3,5,7-trien-2-one",C8H6O4,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,7.03,,,False
H⁺,"5-Carboxy-1-hydroxycyclohepta-3,5,7-trien-2-one",C8H6O4,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,6.41,C6H4O6,C1(=C(C(=O)C(=C(C1=O)O)O)O)O,False
H⁺,"3-Carboxy-1-hydroxy-4-methylcyclohepta-3,5,7-trien-2-one",C9H8O4,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,8.29,C10H6O3,C1=CC=C2C(=C1)C(=CC(=O)C2=O)O,False
H⁺,"3-Carboxymethyl-1-hydroxycyclohepta-3,5,7-trien-2-one",C9H8O4,H2L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,8.77,,,False
H⁺,"3,4-Dicarboxy-1-hydroxycyclohepta-3,5,7-trien-2-one",C9H6O6,H3L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,8.47,,,False
H⁺,"3-Carboxy-1-hydroxy-4-carboxymethylcyclohepta-3,5,7-trien-2-one",C10H8O6,H3L,miscellaneous alcohols and sugar,[HL]/[L][H],25,0.0,Log K,8.08,,,False
H⁺,"1,1,1,3,3,3-Hexafluoropropane-2-ol",C3H2F6O1,L,miscellaneous crown ether,[HL]/[L][H],25,0.0,Log K,9.42,,,False
H⁺,"1,1,1,3,3,3-Hexafluoropropane-2,2-diol",C3H2F6O2,L,miscellaneous crown ether,[HL]/[L][H],25,0.0,Log K,6.65,,,False
Y³⁺,"Ethane-1,2-diol",C2H6O2,L,miscellaneous crown ether,[MH-₁L][H]/[M][L],22,0.1,Log K,-6.95,,,False
Y³⁺,"DL-Propane-1,2-diol",C3H8O2,L,miscellaneous crown ether,[MH-₁L][H]/[M][L],22,0.1,Log K,-6.95,,,False
Ge⁴⁺,"DL-Butane-1,2-diol(isomer not stated but presumed to be 1,2-)",C4H10O2,L,miscellaneous crown ether,[HMO₂(H-₂L)][H]/[M(OH)₄][L],25,0.1,Log K,-7.94,C3H2F6O2,C(C(F)(F)F)(C(F)(F)F)(O)O,False
Ge⁴⁺,"DL-3-Methoxypropane-1,2-diol",C4H10O3,L,miscellaneous crown ether,[HMO₂(H-₂L)][H]/[M(OH)₄][L],25,0.1,Log K,-7.74,C2H6O2,C(CO)O,False
Pb²⁺,"Propane-1,3-diol",C3H8O2,L,miscellaneous crown ether,[M(OH)(H-₂L)]/[M(OH)₃][L],25,1.0,Log K,-0.2,,,False
