SMILES,Identified_Atom_Indices,Identified_Group_Types,Expected_pKa_Count,Found_Group_Count,Reported_pKa_Values,Status
CC(=O)N[C@@H](CC(O)=O)C(O)=O,,,2,0,"3.04,4.49",Group Prediction Failed
CC(=O)N[C@@H](CCC(O)=O)C(O)=O,,,2,0,"3.29,4.60",Group Prediction Failed
C(Cc1ccccn1)c2ccccn2,11:12,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"3.99,5.80",OK
C(c1[nH]ccn1)c2[nH]ccn2,6:10,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"4.52,6.78",OK
C(c1ccccn1)c2ccccn2,10:11,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"2.69,5.18",OK
C(CCCc1ccccn1)CCc2ccccn2,15:16,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"5.61,6.38",OK
C1CNCCN1,2:5,secondary_amine_N:secondary_amine_N,2,2,"5.58,9.81",OK
c1ccc(nc1)c2ccccn2,9:10,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"1.30,4.70",OK
c1ccc(nc1)c2nc(nc(n2)c3ccccn3)c4ccccn4,5:12:13:20:21:22,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,6,"2.46,3.46",Count Mismatch (Groups vs Num)
c1cc(ccn1)C=Cc2ccncc2,5:11,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"4.41,5.65",OK
Cc1ccc(cc1)[P](O)(O)=O,,,2,0,"2.00,7.66",Group Prediction Failed
C1CNCCCNC1,2:6,secondary_amine_N:secondary_amine_N,2,2,"7.07,10.65",OK
C1CN2CCN1CC2,1:4,tertiary_amine:tertiary_amine,2,2,"2.97,8.82",OK
CC(=C/C(O)=O)/C(O)=O,,,2,0,"2.28,5.74",Group Prediction Failed
C1CNCCNCCN1,2:5:8,secondary_amine_N:secondary_amine_N:secondary_amine_N,2,3,"6.95,10.61",Count Mismatch (Groups vs Num)
CC(=NO)c1ccccn1,9,imidazole_pyridine_type_N,2,1,"3.97,10.87",Count Mismatch (Groups vs Num)
C(Cc1ccccn1)Cc2ccccn2,12:13,imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,2,"4.80,6.15",OK
Cc1ncc(CO)c(C)c1O,2,imidazole_pyridine_type_N,2,1,"5.36,9.34",Count Mismatch (Groups vs Num)
SCCS,,,2,0,"8.93,10.43",Group Prediction Failed
Sc1cc(cc2cccnc12)c3ccccc3,15,imidazole_pyridine_type_N,2,1,"1.90,8.08",Count Mismatch (Groups vs Num)
Sc1ccc(c2ccccc2)c3cccnc13,15,imidazole_pyridine_type_N,2,1,"1.90,8.30",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,2:10:12:13,primary_amine_N:secondary_amine_N:secondary_amine_N:primary_amine_N,2,4,"2.99,7.95",Count Mismatch (Groups vs Num)
NC(C(O)C(O)C(O)CO)C(O)=O,0,primary_amine_N,2,1,"2.20,9.08",Count Mismatch (Groups vs Num)
NC(Cc1cc(I)c(O)c(I)c1)C(O)=O,0,primary_amine_N,2,1,"6.16,9.10",Count Mismatch (Groups vs Num)
NC(=S)C(N)=S,0:4,primary_amine_N:primary_amine_N,2,2,"10.86,13.10",OK
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,2,primary_amine_N,2,1,"3.20,8.02",Count Mismatch (Groups vs Num)
CC(C)(N)CN,3:5,primary_amine_N:primary_amine_N,2,2,"6.65,9.93",OK
CC(C)(N)CNC1CCCCC1,3:5,primary_amine_N:secondary_amine_N,2,2,"6.77,10.18",OK
CC(C)(NC(=O)CN)C(=O)NCC(O)=O,7,primary_amine_N,2,1,"3.33,8.20",Count Mismatch (Groups vs Num)
CC(C)(NC(=O)CNC(=O)CN)C(=O)NCC(O)=O,11,primary_amine_N,2,1,"3.55,7.98",Count Mismatch (Groups vs Num)
Oc1ccc(c(c1O)[N+]([O-])=O)[N+]([O-])=O,,,2,0,"4.02,8.24",Group Prediction Failed
Oc1ccc(Br)cc1O,,,2,0,"8.37,11.32",Group Prediction Failed
Oc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,,,2,0,"3.35,9.83",Group Prediction Failed
CC(C)(S)C(O)=O,,,2,0,3.90,Group Prediction Failed
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,3,primary_amine_N,2,1,"3.82,8.11",Count Mismatch (Groups vs Num)
CC(C)(N)C(=O)NC(C)(C)C(O)=O,3,primary_amine_N,2,1,"3.67,8.26",Count Mismatch (Groups vs Num)
CC(C)(N)C(C)(C)N,3:7,primary_amine_N:primary_amine_N,2,2,"6.40,10.02",OK
CC(C)(C)[P](O)(O)=O,,,2,0,"2.63,8.57",Group Prediction Failed
CC(C)(CC(O)=O)C(O)=O,,,2,0,"3.83,5.17",Group Prediction Failed
CC(C)(CC(O)=O)CC(O)=O,,,2,0,"3.70,6.29",Group Prediction Failed
CC(C)([SeH])CN,5,primary_amine_N,2,1,"5.10,10.84",Count Mismatch (Groups vs Num)
CC(C)(N)C(O)=O,3,primary_amine_N,2,1,"2.44,10.22",Count Mismatch (Groups vs Num)
FC1(F)CNCCNCC(F)(F)CNCCNC1,4:7:13:16,secondary_amine_N:secondary_amine_N:secondary_amine_N:secondary_amine_N,2,4,"6.70,8.22",Count Mismatch (Groups vs Num)
FC1(F)CNCCNCCCNCCNC1,4:7:11:14,secondary_amine_N:secondary_amine_N:secondary_amine_N:secondary_amine_N,2,4,"7.52,10.78",Count Mismatch (Groups vs Num)
FC1CNCCNCCCNCCNC1,3:6:10:13,secondary_amine_N:secondary_amine_N:secondary_amine_N:secondary_amine_N,2,4,"9.41,10.96",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,2,primary_amine_N,2,1,"2.99,8.13",Count Mismatch (Groups vs Num)
C[C@H](N)C(O)=O,2,primary_amine_N,2,1,"2.51,9.93",Count Mismatch (Groups vs Num)
Oc1cccc(O)c1,,,2,0,"9.29,11.03",Group Prediction Failed
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,3,primary_amine_N,2,1,"3.80,7.78",Count Mismatch (Groups vs Num)
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCC(O)=O,3,primary_amine_N,2,1,"3.46,8.33",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,2,primary_amine_N,2,1,"3.11,7.88",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(O)=O,2,primary_amine_N,2,1,"3.26,7.94",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@@H](C)C(O)=O,2,primary_amine_N,2,1,"3.27,8.15",Count Mismatch (Groups vs Num)
NCC(=O)NCCCNC(=O)CN,0:12,primary_amine_N:primary_amine_N,2,2,"7.72,8.40",OK
NCC(=O)NCCc1c[nH]cn1,0:11,primary_amine_N:imidazole_pyridine_type_N,2,2,"6.78,8.04",OK
NCC(=O)NO,0,primary_amine_N,2,1,"7.48,9.18",Count Mismatch (Groups vs Num)
NCC(=O)N[C@@H](CC(N)=O)C(O)=O,0,primary_amine_N,2,1,"2.99,8.24",Count Mismatch (Groups vs Num)
NCC(=O)N[C@@H](CO)C(O)=O,0,primary_amine_N,2,1,"2.98,8.25",Count Mismatch (Groups vs Num)
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.17,8.06",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,2,primary_amine_N,2,1,"3.13,7.82",Count Mismatch (Groups vs Num)
NCC(=O)NCC(=O)NCC(=O)NO,0,primary_amine_N,2,1,"7.51,8.40",Count Mismatch (Groups vs Num)
NCC(=O)NCC(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.30,8.10",Count Mismatch (Groups vs Num)
NCC(=O)NCC(=O)NCCC(O)=O,0,primary_amine_N,2,1,"4.04,7.89",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,2,primary_amine_N,2,1,"3.31,7.83",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,2,primary_amine_N,2,1,"3.28,7.92",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,2,primary_amine_N,2,1,"3.20,7.90",Count Mismatch (Groups vs Num)
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,0:2:6,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,3,"2.91,6.79",Count Mismatch (Groups vs Num)
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,0:2:6,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,3,"2.80,6.73",Count Mismatch (Groups vs Num)
NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,0:2:5,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,3,"2.10,9.15",Count Mismatch (Groups vs Num)
NC1=Nc2n(cnc2C(=O)N1)[C@H]3C[C@H](O)[C@@H](CO)O3,0:2:5,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,3,"2.12,9.11",Count Mismatch (Groups vs Num)
NCC(=O)NCC(=O)NO,0,primary_amine_N,2,1,"7.52,8.40",Count Mismatch (Groups vs Num)
NCC(=O)N1C[C@H](O)C[C@H]1C(O)=O,0,primary_amine_N,2,1,"2.80,8.37",Count Mismatch (Groups vs Num)
NCC(=O)NC(CO)C(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.23,7.99",Count Mismatch (Groups vs Num)
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.11,8.17",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@H](C)C(O)=O,2,primary_amine_N,2,1,"3.13,8.29",Count Mismatch (Groups vs Num)
NC1(CCCC1)C(O)=O,0,primary_amine_N,2,1,"2.40,10.31",Count Mismatch (Groups vs Num)
NC1(CCCCC1)C(O)=O,0,primary_amine_N,2,1,"2.41,10.13",Count Mismatch (Groups vs Num)
NC1(CCCCC1)C2(N)CCCCC2,0:3,primary_amine_N:primary_amine_N,2,2,"5.62,10.41",OK
NC1(CCCCCC1)C(O)=O,0,primary_amine_N,2,1,"2.59,10.46",Count Mismatch (Groups vs Num)
NC1=C(NC(=O)NC1=O)C(O)=O,0,primary_amine_N,2,1,"2.63,8.72",Count Mismatch (Groups vs Num)
NC(=N)NC(N)=N,0:2:3:5:6,secondary_amine_N:primary_amine_N:secondary_amine_N:secondary_amine_N:primary_amine_N,2,5,"3.01,13.00",Count Mismatch (Groups vs Num)
NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O,0:28,primary_amine_N:imidazole_pyridine_type_N,2,2,"4.47,6.91",OK
Oc1cccc2cccnc12,0:9,phenol:pyridine_nitrogen,2,2,"5.22,9.72",OK
NCC(N)=NO,0:3,primary_amine_N:primary_amine_N,2,2,"2.47,7.94",OK
NCC(O)=O,0:3,amine_primary:carboxylic_acid,2,2,"2.50,9.76",OK
NCC(=O)NCCCCNC(=O)CN,0:13,primary_amine_N:primary_amine_N,2,2,"7.78,8.41",OK
NCC(=C)CN,3:5,primary_amine_N:primary_amine_N,2,2,"8.33,10.09",OK
NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.28,8.30",Count Mismatch (Groups vs Num)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.31,8.36",Count Mismatch (Groups vs Num)
NCC(O)C(O)=O,0,primary_amine_N,2,1,"2.66,9.13",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)NCC(O)=O,5,primary_amine_N,2,1,"3.33,7.89",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,5,primary_amine_N,2,1,"2.89,8.15",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(O)=O,5,primary_amine_N,2,1,"2.32,9.61",Count Mismatch (Groups vs Num)
CC(C)C[C@H](NC(=O)[C@@H](C)N)C(O)=O,10,primary_amine_N,2,1,"3.14,8.23",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)NCC(=O)N[C@H](CC(C)C)C(O)=O,5,primary_amine_N,2,1,"3.32,7.79",Count Mismatch (Groups vs Num)
CC(C)(CN)CN,4:6,primary_amine_N:primary_amine_N,2,2,"8.18,10.22",OK
Oc1cccc(c1)[P](O)(O)=O,,,2,0,"4.52,10.03",Group Prediction Failed
Oc1cccc(c1O)[N+]([O-])=O,,,2,0,"6.48,11.60",Group Prediction Failed
CC(C)C[C@H](N)C(=O)NCC(O)=O,5,primary_amine_N,2,1,"3.09,8.06",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)NO,5,primary_amine_N,2,1,"7.20,9.12",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)N[C@@H](C)C(O)=O,5,primary_amine_N,2,1,"3.36,8.08",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,9,primary_amine_N,2,1,"3.56,7.62",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,17,primary_amine_N,2,1,"3.59,7.65",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,5,primary_amine_N,2,1,"3.18,7.68",Count Mismatch (Groups vs Num)
CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,5,primary_amine_N,2,1,"3.33,7.81",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)N[C@H](C)C(O)=O,5,primary_amine_N,2,1,"2.98,8.17",Count Mismatch (Groups vs Num)
Oc1ccc(cc1)[P](O)(O)=O,,,2,0,"4.85,10.56",Group Prediction Failed
Oc1ccc(O)cc1,,,2,0,"9.87,11.45",Group Prediction Failed
CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,5,primary_amine_N,2,1,"3.33,7.87",Count Mismatch (Groups vs Num)
CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,9,primary_amine_N,2,1,"3.42,8.03",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,5,primary_amine_N,2,1,"3.23,7.75",Count Mismatch (Groups vs Num)
CC(C)C[C@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,13,primary_amine_N,2,1,"3.33,7.75",Count Mismatch (Groups vs Num)
CC(C)C(C(O)=O)C(O)=O,,,2,0,"2.85,5.69",Group Prediction Failed
CC(C)C1=CC(=O)C(=CC=C1)O,,,2,0,"1.70,7.01",Group Prediction Failed
NCCCCCc1ccccn1,0:11,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.70,10.38",OK
NCCCCCc1cccnc1,0:10,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.61,10.34",OK
NCC(=O)NCCC(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.30,8.05",Count Mismatch (Groups vs Num)
NCC(=O)NCCCCCCCCNC(=O)CN,0:17,primary_amine_N:primary_amine_N,2,2,"7.75,8.41",OK
NCC(=O)NCCCCCCNC(=O)CN,0:15,primary_amine_N:primary_amine_N,2,2,"7.78,8.41",OK
NCC(=O)NCCCCCNC(=O)CN,0:14,primary_amine_N:primary_amine_N,2,2,"7.73,8.36",OK
NCCCCCc1ccncc1,0:9,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.99,10.30",OK
NCCCCN,0:5,primary_amine_N:primary_amine_N,2,2,"9.81,10.95",OK
NCCCCCC(O)=O,0,primary_amine_N,2,1,"4.51,10.92",Count Mismatch (Groups vs Num)
NCCCCCCC(O)=O,0,primary_amine_N,2,1,4.50,Count Mismatch (Groups vs Num)
NCCCCCCCCN,0:9,primary_amine_N:primary_amine_N,2,2,"10.27,11.08",OK
NCCCCSCCCCN,0:10,primary_amine_N:primary_amine_N,2,2,"10.05,10.73",OK
NCCCCSCCCN,0:9,primary_amine_N:primary_amine_N,2,2,"9.81,10.51",OK
NCCCCSCCN,0:8,primary_amine_N:primary_amine_N,2,2,"9.25,10.44",OK
NCCCCCCN,0:7,primary_amine_N:primary_amine_N,2,2,"10.16,11.04",OK
NCCCCCN,0:6,primary_amine_N:primary_amine_N,2,2,"9.93,10.96",OK
NCCC(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.20,9.40",Count Mismatch (Groups vs Num)
NCCC(=O)NCCC(O)=O,0,primary_amine_N,2,1,"3.95,9.36",Count Mismatch (Groups vs Num)
NCCC(=O)NO,0,primary_amine_N,2,1,"8.34,9.61",Count Mismatch (Groups vs Num)
NCCC(O)=O,0,primary_amine_N,2,1,"3.74,10.34",Count Mismatch (Groups vs Num)
NCCCCc1ccncc1,0:8,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.81,10.18",OK
NCCCN,0:4,primary_amine_N:primary_amine_N,2,2,"9.16,10.82",OK
NCCCC(O)=O,0,primary_amine_N,2,1,"4.13,10.52",Count Mismatch (Groups vs Num)
NCCCCC(O)=O,0,primary_amine_N,2,1,"4.25,10.68",Count Mismatch (Groups vs Num)
NCC(O)CN,0:5,primary_amine_N:primary_amine_N,2,2,"8.31,9.85",OK
NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(O)=O,0,primary_amine_N,2,1,"2.91,8.04",Count Mismatch (Groups vs Num)
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.16,7.86",Count Mismatch (Groups vs Num)
NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.21,7.88",Count Mismatch (Groups vs Num)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,0,primary_amine_N,2,1,"3.22,8.29",Count Mismatch (Groups vs Num)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.11,8.25",Count Mismatch (Groups vs Num)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,0,primary_amine_N,2,1,"8.43,9.98",Count Mismatch (Groups vs Num)
NCCC(=O)NCC(=O)NCC(O)=O,0,primary_amine_N,2,1,"3.19,9.25",Count Mismatch (Groups vs Num)
NCCNCc1[nH]cc(c1)[S](O)(=O)=O,0:3,primary_amine_N:secondary_amine_N,2,2,"6.56,9.74",OK
NCCCC[C@H](N)C(=O)NCC(O)=O,0:6,primary_amine_N:primary_amine_N,2,2,"7.64,10.61",OK
NCCCCc1ccccn1,0:10,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.56,10.30",OK
NCCCCc1cccnc1,0:9,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.52,10.16",OK
NCCCNC(=O)C(=O)NCCCN,0:13,primary_amine_N:primary_amine_N,2,2,"9.41,10.13",OK
C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(O)=O,2,primary_amine_N,2,1,"3.18,7.85",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)NCC(=O)NCC(O)=O,2,primary_amine_N,2,1,"3.27,7.89",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)NCC(O)=O,2,primary_amine_N,2,1,"3.13,8.11",Count Mismatch (Groups vs Num)
O[C@@H]([C@H](O)C(O)=O)C(O)=O,,,2,0,"2.85,3.93",Group Prediction Failed
O[C@@H]([C@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,,,2,0,"3.17,3.97",Group Prediction Failed
Oc1[nH]nnn1,2:3:4,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,2,3,"5.40,10.26",Count Mismatch (Groups vs Num)
Oc1c(Br)cc(Br)c2cccnc12,0:10,phenol:pyridine_nitrogen,2,2,"2.60,7.30",OK
CC(C)CC(C(O)=O)C(O)=O,,,2,0,"2.87,5.36",Group Prediction Failed
Oc1ccc(c2cccnc12)[N+]([O-])=O,9,imidazole_pyridine_type_N,2,1,"2.51,6.36",Count Mismatch (Groups vs Num)
Oc1ccc(c2cccnc12)[S](O)(=O)=O,10,imidazole_pyridine_type_N,2,1,"3.99,8.33",Count Mismatch (Groups vs Num)
NCCNCCc1ccccc1,0:3,primary_amine_N:secondary_amine_N,2,2,"6.59,9.44",OK
Oc1c(cc(c2cccnc12)[S](O)(=O)=O)N=O,13,imidazole_pyridine_type_N,2,1,"1.81,5.52",Count Mismatch (Groups vs Num)
Oc1c(cc(c2cccnc12)[S](O)(=O)=O)[N+]([O-])=O,14,imidazole_pyridine_type_N,2,1,"1.81,5.34",Count Mismatch (Groups vs Num)
O[P](O)(=O)c1ccccc1,,,2,0,"1.73,6.92",Group Prediction Failed
O[S](=O)(=O)CCNC(=S)C(=S)NCC[S](O)(=O)=O,6:11,secondary_amine_N:secondary_amine_N,2,2,"2.55,11.11",OK
O[Si](O)(O)O,,,2,0,"9.53,12.83",Group Prediction Failed
OP(O)O,,,2,0,"1.30,6.21",Group Prediction Failed
O[As](O)(=O)c1ccccc1,,,2,0,"3.50,8.50",Group Prediction Failed
O[C@@H](CS)[C@H](O)CS,,,2,0,"9.18,9.96",Group Prediction Failed
O[V](O)(O)=O,,,2,0,"8.04,13.39",Group Prediction Failed
O[P](O)(=O)O[P]([O-])(=O)Oc1ccccc1,,,2,0,"1.30,6.32",Group Prediction Failed
O[P](O)(=O)Oc1ccc2ccccc2c1,,,2,0,"1.20,5.69",Group Prediction Failed
O[P](O)(=O)Oc1cccc2ccccc12,,,2,0,"0.90,5.77",Group Prediction Failed
O[P](O)(=O)Oc1ccccc1,,,2,0,"0.90,5.79",Group Prediction Failed
O[P](O)(=O)c1ccc(cc1)[N+]([O-])=O,,,2,0,"1.20,6.58",Group Prediction Failed
Oc1c(I)cc(I)c2cccnc12,0:10,phenol:pyridine_nitrogen,2,2,"2.70,8.00",OK
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,2,0,"0.10,4.23",Group Prediction Failed
NCCCSCCc1ccccn1,0:12,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.19,10.03",OK
NCCCSCc1ccccn1,0:11,primary_amine_N:imidazole_pyridine_type_N,2,2,"4.46,9.97",OK
NCCC[SeH],0,primary_amine_N,2,1,"6.16,11.20",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,2,primary_amine_N,2,1,"3.38,7.86",Count Mismatch (Groups vs Num)
NCCNC(=O)CC(=O)NCCN,0:12,primary_amine_N:primary_amine_N,2,2,"8.69,9.18",OK
NCCCc1ccccn1,0:9,primary_amine_N:imidazole_pyridine_type_N,2,2,"4.98,10.10",OK
NCCCc1cccnc1,0:8,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.19,10.05",OK
NCCCc1ccncc1,0:7,primary_amine_N:imidazole_pyridine_type_N,2,2,"5.51,9.98",OK
CC(C)NCCNC(C)C,3:6,secondary_amine_N:secondary_amine_N,2,2,"7.44,10.25",OK
CC(C)[C@H](N)C(=O)NCC(O)=O,4,primary_amine_N,2,1,"3.10,7.95",Count Mismatch (Groups vs Num)
O[P](O)(=O)c1cccc(c1)[N+]([O-])=O,,,2,0,"1.20,6.61",Group Prediction Failed
O[P](O)(=O)CI,,,2,0,"1.30,6.44",Group Prediction Failed
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,2,primary_amine_N,2,1,"3.16,8.20",Count Mismatch (Groups vs Num)
C[C@@H](O)[C@H](N)C(=O)NO,4,primary_amine_N,2,1,"6.84,8.88",Count Mismatch (Groups vs Num)
NCCCSCCCN,0:8,primary_amine_N:primary_amine_N,2,2,"9.63,10.37",OK
NCCCSCCN,0:7,primary_amine_N:primary_amine_N,2,2,"9.16,10.14",OK
CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN)C(O)=O,17,primary_amine_N,2,1,"3.46,8.15",Count Mismatch (Groups vs Num)
CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(O)=O,9,primary_amine_N,2,1,"3.08,7.45",Count Mismatch (Groups vs Num)
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,9,primary_amine_N,2,1,"3.41,7.30",Count Mismatch (Groups vs Num)
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O,12,secondary_amine_N,2,1,"3.09,9.04",Count Mismatch (Groups vs Num)
CC(C)C[C@H](NC(=O)[C@H](C)N)C(O)=O,10,primary_amine_N,2,1,"3.34,8.03",Count Mismatch (Groups vs Num)
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,17,primary_amine_N,2,1,"3.52,8.10",Count Mismatch (Groups vs Num)
CC(C)[C@H](N)C(=O)N[C@H](C(C)C)C(O)=O,4,primary_amine_N,2,1,"3.04,8.22",Count Mismatch (Groups vs Num)
CC(C)[C@H](N)C(O)=O,4,primary_amine_N,2,1,"2.29,9.55",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)NO,2,primary_amine_N,2,1,"7.37,9.17",Count Mismatch (Groups vs Num)
C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O,2,primary_amine_N,2,1,"3.34,8.20",Count Mismatch (Groups vs Num)
O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,,,2,0,"1.50,6.44",Group Prediction Failed
O[C@H](CS)[C@H](O)CS,,,2,0,"9.02,9.94",Group Prediction Failed
O[P](O)(=O)C(Br)Br,,,2,0,"0.80,5.40",Group Prediction Failed
O[P](O)(=O)C1CCCCC1,,,2,0,"2.49,8.17",Group Prediction Failed
O[P](O)(=O)CBr,,,2,0,"1.20,6.24",Group Prediction Failed
O[P](O)(=O)CCBr,,,2,0,"1.60,6.90",Group Prediction Failed
C[C@@H](NC(=O)[C@@H]1CCCN1)C(O)=O,9,secondary_amine_N,2,1,"3.15,9.09",Count Mismatch (Groups vs Num)
C[C@@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,6,primary_amine_N,2,1,"3.19,8.06",Count Mismatch (Groups vs Num)
CSCc1ccccn1,8,imidazole_pyridine_type_N,2,1,"4.53,4.72",Count Mismatch (Groups vs Num)
