Metal ion,Ligand,Formula,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,Note,SMILES,max_eq_num,AcidCount,AmineCount,PhenolCount,PyridineCount,MonoPhosphateCount,ImidazoleNHCount,CyclicAmineCount,Ligand_class_id,molecular_weight,HBD,HBA,logP,TPSA
H⁺,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",C7H6O4,Catechols,[H₃L]/[H₂L][H],25,1.0,Log K,4.3,,OC(=O)c1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,154.121,3,3,0.796,77.76
H⁺,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",C7H6O4,Catechols,[H₃L]/[H₂L][H],25,0.0,Log K,4.49,,OC(=O)c1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,154.121,3,3,0.796,77.76
H⁺,"3,4-Dihydroxyphenylacetic acid (Homoprotocatechuic acid)",C8H8O4,Catechols,[HL]/[L][H],25,0.1,Log K,13.7,,OC(=O)Cc1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,168.148,3,3,0.7249,77.76
H⁺,"3,4-Dihydroxyphenylacetic acid (Homoprotocatechuic acid)",C8H8O4,Catechols,[H₂L]/[HL][H],25,0.1,Log K,9.41,,OC(=O)Cc1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,168.148,3,3,0.7249,77.76
H⁺,"3,4-Dihydroxyphenylacetic acid (Homoprotocatechuic acid)",C8H8O4,Catechols,[H₃L]/[H₂L][H],25,0.1,Log K,4.14,,OC(=O)Cc1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,168.148,3,3,0.7249,77.76
H⁺,"3-(3,4-Dihydroxyphenyl)propanoic acid (3,4-Dihydroxyhydrocinnamic acid)",C9H10O4,Catechols,[HL]/[L][H],25,0.1,Log K,13.7,,OC(=O)CCc1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,182.175,3,3,1.115,77.76
H⁺,"3-(3,4-Dihydroxyphenyl)propanoic acid (3,4-Dihydroxyhydrocinnamic acid)",C9H10O4,Catechols,[H₂L]/[HL][H],25,0.1,Log K,9.5,,OC(=O)CCc1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,182.175,3,3,1.115,77.76
H⁺,"3-(3,4-Dihydroxyphenyl)propanoic acid (3,4-Dihydroxyhydrocinnamic acid)",C9H10O4,Catechols,[H₃L]/[H₂L][H],25,0.1,Log K,4.4,,OC(=O)CCc1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,182.175,3,3,1.115,77.76
H⁺,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",C9H8O4,Catechols,[HL]/[L][H],25,0.1,Log K,12.5,,OC(=O)\C=C/c1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,180.159,3,3,1.1956,77.76
H⁺,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",C9H8O4,Catechols,[H₂L]/[HL][H],25,0.1,Log K,8.64,,OC(=O)\C=C/c1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,180.159,3,3,1.1956,77.76
H⁺,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",C9H8O4,Catechols,[H₂L]/[HL][H],25,0.0,Log K,9.07,,OC(=O)\C=C/c1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,180.159,3,3,1.1956,77.76
H⁺,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",C9H8O4,Catechols,[H₃L]/[H₂L][H],25,0.1,Log K,4.43,,OC(=O)\C=C/c1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,180.159,3,3,1.1956,77.76
H⁺,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",C9H8O4,Catechols,[H₃L]/[H₂L][H],25,0.0,Log K,4.62,,OC(=O)\C=C/c1ccc(O)c(O)c1,3,1,0,2,0,0,0,0,35,180.159,3,3,1.1956,77.76
H⁺,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",C14H10N2O6,Catechols,[HL]/[L][H],25,0.5,Log K,12.0,,OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,4,2,0,1,0,0,0,0,35,302.242,4,6,1.0082,136.29
H⁺,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",C14H10N2O6,Catechols,[H₂L]/[HL][H],25,0.5,Log K,11.0,,OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,4,2,0,1,0,0,0,0,35,302.242,4,6,1.0082,136.29
H⁺,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",C14H10N2O6,Catechols,[H₃L]/[H₂L][H],25,0.1,Log K,2.85,,OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,4,2,0,1,0,0,0,0,35,302.242,4,6,1.0082,136.29
H⁺,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",C14H10N2O6,Catechols,[H₃L]/[H₂L][H],25,0.5,Log K,2.8,,OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,4,2,0,1,0,0,0,0,35,302.242,4,6,1.0082,136.29
H⁺,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",C14H10N2O6,Catechols,[H₄L]/[H₃L][H],25,0.1,Log K,2.07,,OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,4,2,0,1,0,0,0,0,35,302.242,4,6,1.0082,136.29
H⁺,"2,3-Dihydroxy-5-sulfobenzoic acid",C7H6O7S1,Catechols,[H₃L]/[H₂L][H],25,0.1,Log K,2.43,,OC(=O)c1cc(cc(O)c1O)[S](O)(=O)=O,3,1,0,2,0,0,0,0,35,234.185,4,5,0.0427,132.13
H⁺,"1,2-Dihydroxy-3-methoxybenzene (Pyrogallol 1-methyl ether)",C7H8O3,Catechols,[HL]/[L][H],25,0.1,Log K,11.99,,COc1cccc(O)c1O,2,0,0,2,0,0,0,0,35,140.138,2,3,1.1064,49.69
H⁺,"1,2-Dihydroxy-3-methoxybenzene (Pyrogallol 1-methyl ether)",C7H8O3,Catechols,[H₂L]/[HL][H],25,0.1,Log K,9.2,,COc1cccc(O)c1O,2,0,0,2,0,0,0,0,35,140.138,2,3,1.1064,49.69
H⁺,"1,2,3-Trihydroxybenzene (Pyrogallol)",C6H6O3,Catechols,[HL]/[L][H],20,0.1,Log K,14.0,,Oc1cccc(O)c1O,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,2,3-Trihydroxybenzene (Pyrogallol)",C6H6O3,Catechols,[H₂L]/[HL][H],25,0.1,Log K,11.0,,Oc1cccc(O)c1O,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,2,3-Trihydroxybenzene (Pyrogallol)",C6H6O3,Catechols,[H₂L]/[HL][H],20,0.1,Log K,11.08,,Oc1cccc(O)c1O,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,2,3-Trihydroxybenzene (Pyrogallol)",C6H6O3,Catechols,[H₂L]/[HL][H],25,1.0,Log K,11.12,,Oc1cccc(O)c1O,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,2,3-Trihydroxybenzene (Pyrogallol)",C6H6O3,Catechols,[H₃L]/[H₂L][H],25,0.1,Log K,8.96,,Oc1cccc(O)c1O,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,2,3-Trihydroxybenzene (Pyrogallol)",C6H6O3,Catechols,[H₃L]/[H₂L][H],20,0.1,Log K,8.94,,Oc1cccc(O)c1O,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,2,3-Trihydroxybenzene (Pyrogallol)",C6H6O3,Catechols,[H₃L]/[H₂L][H],25,0.5,Log K,8.91,,Oc1cccc(O)c1O,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,2,3-Trihydroxybenzene (Pyrogallol)",C6H6O3,Catechols,[H₃L]/[H₂L][H],25,1.0,Log K,8.96,,Oc1cccc(O)c1O,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,2,4-Trihydroxybenzene (Hydroxyquinol)",C6H6O3,Catechols,[H₂L]/[HL][H],25,1.0,Log K,11.38,,OOc1ccc(O)cc1,3,0,0,1,0,0,0,0,35,126.111,2,3,1.244,49.69
H⁺,"1,2,4-Trihydroxybenzene (Hydroxyquinol)",C6H6O3,Catechols,[H₃L]/[H₂L][H],25,1.0,Log K,9.02,,OOc1ccc(O)cc1,3,0,0,1,0,0,0,0,35,126.111,2,3,1.244,49.69
H⁺,"1,3,5-Trihydroxybenzene (Phloroglucinol)",C6H6O3,Catechols,[H₂L]/[HL][H],25,1.0,Log K,8.76,,Oc1cc(O)cc(O)c1,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,3,5-Trihydroxybenzene (Phloroglucinol)",C6H6O3,Catechols,[H₃L]/[H₂L][H],25,1.0,Log K,8.42,,Oc1cc(O)cc(O)c1,3,0,0,3,0,0,0,0,35,126.111,3,3,0.8034,60.69
H⁺,"1,3,5-Tris(2,3-dihydroxybenzoylaminomethyl)benzene (MECAM)",C30H27N3O9,Catechols,[H₄L]/[H₃L][H],25,0.1,Log K,8.4,,Oc1cccc(C(=O)NCc2cc(CNC(=O)c3cccc(O)c3O)cc(CNC(=O)c4cccc(O)c4O)c2)c1O,6,0,0,6,0,0,0,0,35,573.558,9,9,2.7102,208.68
H⁺,"1,3,5-Tris(2,3-dihydroxybenzoylaminomethyl)benzene (MECAM)",C30H27N3O9,Catechols,[H₅L]/[H₄L][H],25,0.1,Log K,7.4,,Oc1cccc(C(=O)NCc2cc(CNC(=O)c3cccc(O)c3O)cc(CNC(=O)c4cccc(O)c4O)c2)c1O,6,0,0,6,0,0,0,0,35,573.558,9,9,2.7102,208.68
H⁺,"1,3,5-Tris(2,3-dihydroxybenzoylaminomethyl)benzene (MECAM)",C30H27N3O9,Catechols,[H₆L]/[H₅L][H],25,0.1,Log K,5.9,,Oc1cccc(C(=O)NCc2cc(CNC(=O)c3cccc(O)c3O)cc(CNC(=O)c4cccc(O)c4O)c2)c1O,6,0,0,6,0,0,0,0,35,573.558,9,9,2.7102,208.68
H⁺,"1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",C33H33N3O18S3,Catechols,[H₄L]/[H₃L][H],25,0.1,Log K,8.54,,CN(Cc1cc(CN(C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,6,0,0,6,0,0,0,0,35,855.831,9,15,1.4769,345.42
H⁺,"1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",C33H33N3O18S3,Catechols,[H₅L]/[H₄L][H],25,0.1,Log K,7.55,,CN(Cc1cc(CN(C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,6,0,0,6,0,0,0,0,35,855.831,9,15,1.4769,345.42
H⁺,"1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",C33H33N3O18S3,Catechols,[H₆L]/[H₅L][H],25,0.1,Log K,6.76,,CN(Cc1cc(CN(C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,6,0,0,6,0,0,0,0,35,855.831,9,15,1.4769,345.42
H⁺,"1,3,5-Tris(N-2-propyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",C39H45N3O18S3,Catechols,[H₄L]/[H₃L][H],25,0.1,Log K,8.61,,CC(C)N(Cc1cc(CN(C(C)C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C(C)C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,6,0,0,6,0,0,0,0,35,939.993,9,15,3.8127,345.42
H⁺,"1,3,5-Tris(N-2-propyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",C39H45N3O18S3,Catechols,[H₅L]/[H₄L][H],25,0.1,Log K,7.85,,CC(C)N(Cc1cc(CN(C(C)C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C(C)C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,6,0,0,6,0,0,0,0,35,939.993,9,15,3.8127,345.42
H⁺,"1,3,5-Tris(N-2-propyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",C39H45N3O18S3,Catechols,[H₆L]/[H₅L][H],25,0.1,Log K,6.6,,CC(C)N(Cc1cc(CN(C(C)C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C(C)C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,6,0,0,6,0,0,0,0,35,939.993,9,15,3.8127,345.42
H⁺,"1,3,5-Tris(N-acetyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",C36H33N3O21S3,Catechols,[H₄L]/[H₃L][H],25,0.1,Log K,9.3,,CC(=O)N(Cc1cc(CN(C(C)=O)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C(C)=O)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,6,0,0,6,0,0,0,0,35,939.861,9,18,1.227,396.63
H⁺,"1,3,5-Tris(N-acetyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",C36H33N3O21S3,Catechols,[H₅L]/[H₄L][H],25,0.1,Log K,8.4,,CC(=O)N(Cc1cc(CN(C(C)=O)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C(C)=O)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,6,0,0,6,0,0,0,0,35,939.861,9,18,1.227,396.63
H⁺,"1,3,5-Tris(N-acetyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",C36H33N3O21S3,Catechols,[H₆L]/[H₅L][H],25,0.1,Log K,7.7,,CC(=O)N(Cc1cc(CN(C(C)=O)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C(C)=O)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,6,0,0,6,0,0,0,0,35,939.861,9,18,1.227,396.63
H⁺,"N,N',N''-Tris(2,3-dihydroxybenzoyl)cyclo(O-seryl-O-seryl-O-seryl) (Enterobactin)",C30H33N3O15,Catechols,[H₄L]/[H₃L][H],25,0.1,Log K,8.55,,Oc1cccc(C(=O)NC2COC(=O)C(COC(=O)C(COC2=O)NC(=O)c3cccc(O)c3O)NC(=O)c4cccc(O)c4O)c1O,6,0,0,6,0,0,0,0,35,669.552,9,15,-0.741,287.58
H⁺,"N,N',N''-Tris(2,3-dihydroxybenzoyl)cyclo(O-seryl-O-seryl-O-seryl) (Enterobactin)",C30H33N3O15,Catechols,[H₅L]/[H₄L][H],25,0.1,Log K,7.5,,Oc1cccc(C(=O)NC2COC(=O)C(COC(=O)C(COC2=O)NC(=O)c3cccc(O)c3O)NC(=O)c4cccc(O)c4O)c1O,6,0,0,6,0,0,0,0,35,669.552,9,15,-0.741,287.58
H⁺,"N,N',N''-Tris(2,3-dihydroxybenzoyl)cyclo(O-seryl-O-seryl-O-seryl) (Enterobactin)",C30H33N3O15,Catechols,[H₆L]/[H₅L][H],25,0.1,Log K,6.0,,Oc1cccc(C(=O)NC2COC(=O)C(COC(=O)C(COC2=O)NC(=O)c3cccc(O)c3O)NC(=O)c4cccc(O)c4O)c1O,6,0,0,6,0,0,0,0,35,669.552,9,15,-0.741,287.58
H⁺,"2-(4,5,6-Trihydroxy-3-oxo-3-H-9-xanthenyl)benzene-1-sulfonic acid (Pyrogallol Red)",C19H12O8S1,Catechols fuchsons,[H₃L]/[H₂L][H],20,0.1,Log K,6.5,,Oc1ccc2c(Oc3c(O)c(O)ccc3[C@]24O[S](=O)(=O)c5ccccc45)c1O,3,0,0,4,0,0,0,0,36,400.364,4,8,2.6255,133.52
H⁺,4'-Hydroxyfuchson-2''-sulfonic acid (Phenol Red),C19H14O5S1,Catechols fuchsons,[HL]/[L][H],25,0.1,Log K,7.7,,Oc1ccc(cc1)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)cc4,1,0,0,2,0,0,0,0,36,354.383,2,5,3.1086,83.83
H⁺,4'-Hydroxyfuchson-2''-sulfonic acid (Phenol Red),C19H14O5S1,Catechols fuchsons,[HL]/[L][H],37,0.15,Log K,7.57,,Oc1ccc(cc1)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)cc4,1,0,0,2,0,0,0,0,36,354.383,2,5,3.1086,83.83
H⁺,4'-Hydroxyfuchson-2''-sulfonic acid (Phenol Red),C19H14O5S1,Catechols fuchsons,[HL]/[L][H],25,0.7,Log K,7.5,,Oc1ccc(cc1)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)cc4,1,0,0,2,0,0,0,0,36,354.383,2,5,3.1086,83.83
H⁺,4'-Hydroxyfuchson-2''-sulfonic acid (Phenol Red),C19H14O5S1,Catechols fuchsons,[HL]/[L][H],25,1.0,Log K,7.54,,Oc1ccc(cc1)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)cc4,1,0,0,2,0,0,0,0,36,354.383,2,5,3.1086,83.83
H⁺,4'-Hydroxyfuchson-2''-sulfonic acid (Phenol Red),C19H14O5S1,Catechols fuchsons,[HL]/[L][H],25,0.0,Log K,8.03,,Oc1ccc(cc1)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)cc4,1,0,0,2,0,0,0,0,36,354.383,2,5,3.1086,83.83
H⁺,"3,3'-Dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Cresol Red)",C21H18O5S1,Catechols fuchsons,[HL]/[L][H],25,0.1,Log K,7.95,,Cc1cc(ccc1O)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)c(C)c4,2,0,0,2,0,0,0,0,36,382.437,2,5,3.7254,83.83
H⁺,"3,3'-Dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Cresol Red)",C21H18O5S1,Catechols fuchsons,[H₂L]/[HL][H],25,0.1,Log K,1.0,,Cc1cc(ccc1O)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)c(C)c4,2,0,0,2,0,0,0,0,36,382.437,2,5,3.7254,83.83
H⁺,"3,3'-Dibromo-4'-hydroxyfuchson-2''-sulfonic acid (Bromophenol Red)",C19H12Br2O5S1,Catechols fuchsons,[HL]/[L][H],25,0.0,Log K,6.14,,Oc1ccc(cc1Br)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)c(Br)c4,1,0,0,2,0,0,0,0,36,512.175,2,5,4.6336,83.83
H⁺,"3,3'-Dibromo-5,5'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Bromocresol Purple)",C21H15Br2O5S1,Catechols fuchsons,[HL]/[L][H],25,0.0,Log K,6.2,,Cc1cc(cc(Br)c1O)C2(O[S](=O)(=O)c3ccccc23)c4cc(C)c(O)c(Br)c4,1,0,0,2,0,0,0,0,36,540.229,2,5,5.2504,83.83
H⁺,"3,3',5,5'-Tetrabromo-2,2'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Bromocresol Green)",C21H12Br4O5S1,Catechols fuchsons,[HL]/[L][H],25,1.0,Log K,4.49,,Cc1c(Br)c(O)c(Br)cc1C2(O[S](=O)(=O)c3ccccc23)c4cc(Br)c(O)c(Br)c4C,1,0,0,2,0,0,0,0,36,698.021,2,5,6.7754,83.83
H⁺,"3,3',5,5'-Tetrabromo-2,2'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Bromocresol Green)",C21H12Br4O5S1,Catechols fuchsons,[HL]/[L][H],25,0.0,Log K,4.87,,Cc1c(Br)c(O)c(Br)cc1C2(O[S](=O)(=O)c3ccccc23)c4cc(Br)c(O)c(Br)c4C,1,0,0,2,0,0,0,0,36,698.021,2,5,6.7754,83.83
H⁺,"3,3'-Dimethyl-4'-hydroxy-2''-sulfofuchson-5,5'-dicarboxylic acid (Eriochrome Cyanine R)",C23H18O9S1,Catechols fuchsons,[HL]/[L][H],25,0.1,Log K,11.8,,[Na+].[Na+].[Na+].Cc1cc(cc(C([O-])=O)c1O)C(=C/2C=C(C)C(=O)C(=C2)C([O-])=O)\c3ccccc3[S]([O-])(=O)=O,3,0,0,1,0,0,0,0,36,536.401,1,9,-9.0126,174.76
H⁺,"3,3'-Dimethyl-4'-hydroxy-2''-sulfofuchson-5,5'-dicarboxylic acid (Eriochrome Cyanine R)",C23H18O9S1,Catechols fuchsons,[HL]/[L][H],20,0.1,Log K,11.85,,[Na+].[Na+].[Na+].Cc1cc(cc(C([O-])=O)c1O)C(=C/2C=C(C)C(=O)C(=C2)C([O-])=O)\c3ccccc3[S]([O-])(=O)=O,3,0,0,1,0,0,0,0,36,536.401,1,9,-9.0126,174.76
H⁺,"3,3'-Dimethyl-4'-hydroxy-2''-sulfofuchson-5,5'-dicarboxylic acid (Eriochrome Cyanine R)",C23H18O9S1,Catechols fuchsons,[H₂L]/[HL][H],25,0.1,Log K,5.44,,[Na+].[Na+].[Na+].Cc1cc(cc(C([O-])=O)c1O)C(=C/2C=C(C)C(=O)C(=C2)C([O-])=O)\c3ccccc3[S]([O-])(=O)=O,3,0,0,1,0,0,0,0,36,536.401,1,9,-9.0126,174.76
H⁺,"3,3'-Dimethyl-4'-hydroxy-2''-sulfofuchson-5,5'-dicarboxylic acid (Eriochrome Cyanine R)",C23H18O9S1,Catechols fuchsons,[H₂L]/[HL][H],20,0.1,Log K,5.47,,[Na+].[Na+].[Na+].Cc1cc(cc(C([O-])=O)c1O)C(=C/2C=C(C)C(=O)C(=C2)C([O-])=O)\c3ccccc3[S]([O-])(=O)=O,3,0,0,1,0,0,0,0,36,536.401,1,9,-9.0126,174.76
H⁺,"3,3'-Dimethyl-4'-hydroxy-2''-sulfofuchson-5,5'-dicarboxylic acid (Eriochrome Cyanine R)",C23H18O9S1,Catechols fuchsons,[H₃L]/[H₂L][H],25,0.1,Log K,2.26,,[Na+].[Na+].[Na+].Cc1cc(cc(C([O-])=O)c1O)C(=C/2C=C(C)C(=O)C(=C2)C([O-])=O)\c3ccccc3[S]([O-])(=O)=O,3,0,0,1,0,0,0,0,36,536.401,1,9,-9.0126,174.76
H⁺,"3,3'-Dimethyl-4'-hydroxy-2''-sulfofuchson-5,5'-dicarboxylic acid (Eriochrome Cyanine R)",C23H18O9S1,Catechols fuchsons,[H₃L]/[H₂L][H],20,0.1,Log K,2.23,,[Na+].[Na+].[Na+].Cc1cc(cc(C([O-])=O)c1O)C(=C/2C=C(C)C(=O)C(=C2)C([O-])=O)\c3ccccc3[S]([O-])(=O)=O,3,0,0,1,0,0,0,0,36,536.401,1,9,-9.0126,174.76
H⁺,"3,3',4'-Trihydroxyfuchson-2''-sulfonic acid (Pyrocatechol Violet)",C19H14O7S1,Catechols fuchsons,[HL]/[L][H],25,0.1,Log K,12.8,,Oc1ccc(cc1O)C(=C\2C=CC(=O)C(=C2)O)/c3ccccc3[S](O)(=O)=O,4,0,0,2,0,0,0,0,36,386.381,4,6,2.7272,132.13
H⁺,"3,3',4'-Trihydroxyfuchson-2''-sulfonic acid (Pyrocatechol Violet)",C19H14O7S1,Catechols fuchsons,[H₂L]/[HL][H],25,0.1,Log K,9.76,,Oc1ccc(cc1O)C(=C\2C=CC(=O)C(=C2)O)/c3ccccc3[S](O)(=O)=O,4,0,0,2,0,0,0,0,36,386.381,4,6,2.7272,132.13
H⁺,"3,3',4'-Trihydroxyfuchson-2''-sulfonic acid (Pyrocatechol Violet)",C19H14O7S1,Catechols fuchsons,[H₃L]/[H₂L][H],25,0.1,Log K,7.8,,Oc1ccc(cc1O)C(=C\2C=CC(=O)C(=C2)O)/c3ccccc3[S](O)(=O)=O,4,0,0,2,0,0,0,0,36,386.381,4,6,2.7272,132.13
H⁺,"3,3',4'-Trihydroxyfuchson-2''-sulfonic acid (Pyrocatechol Violet)",C19H14O7S1,Catechols fuchsons,[H₄L]/[H₃L][H],25,0.1,Log K,0.8,,Oc1ccc(cc1O)C(=C\2C=CC(=O)C(=C2)O)/c3ccccc3[S](O)(=O)=O,4,0,0,2,0,0,0,0,36,386.381,4,6,2.7272,132.13
H⁺,"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",C15H14O6,Catechols fuchsons,[HL]/[L][H],25,0.1,Log K,13.3,,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,4,0,0,4,0,0,0,0,36,290.271,5,6,1.5461,110.38
H⁺,"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",C15H14O6,Catechols fuchsons,[HL]/[L][H],20,0.1,Log K,13.3,,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,4,0,0,4,0,0,0,0,36,290.271,5,6,1.5461,110.38
H⁺,"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",C15H14O6,Catechols fuchsons,[H₂L]/[HL][H],25,0.1,Log K,11.26,,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,4,0,0,4,0,0,0,0,36,290.271,5,6,1.5461,110.38
H⁺,"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",C15H14O6,Catechols fuchsons,[H₂L]/[HL][H],20,0.1,Log K,11.18,,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,4,0,0,4,0,0,0,0,36,290.271,5,6,1.5461,110.38
H⁺,"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",C15H14O6,Catechols fuchsons,[H₃L]/[H₂L][H],25,0.1,Log K,9.41,,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,4,0,0,4,0,0,0,0,36,290.271,5,6,1.5461,110.38
H⁺,"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",C15H14O6,Catechols fuchsons,[H₃L]/[H₂L][H],20,0.1,Log K,9.44,,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,4,0,0,4,0,0,0,0,36,290.271,5,6,1.5461,110.38
H⁺,"2R,3S-2-(3,4-Dihydroxyphenyl)-2H-1-benzopyran-3,5,7-triol (Catechin)",C15H14O6,Catechols fuchsons,[H₄L]/[H₃L][H],25,0.1,Log K,8.64,,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,4,0,0,4,0,0,0,0,36,290.271,5,6,1.5461,110.38
