SMILES,pKa,Dissociable_Atoms,Functional_Group,Name,Dissociable_Atoms_Ordered,Functional_Group_Ordered,Dissociation_Order
Cc1cc(O)ccc1O,10.05,8:4,phenol:phenol,"1,4-Dihydroxy-2-methylbenzene (Toluhydroquinone)",8:4,phenol:phenol,8(phenol) > 4(phenol)
Cc1c(C)c(O)c(C)c(C)c1O,12.7,11:5,phenol:phenol,"1,4-Dihydroxytetramethylbenzene (Durohydroquinone)",11:5,phenol:phenol,11(phenol) > 5(phenol)
Cc1c(C)c(O)c(C)c(C)c1O,11.25,11:5,phenol:phenol,"1,4-Dihydroxytetramethylbenzene (Durohydroquinone)",11:5,phenol:phenol,11(phenol) > 5(phenol)
Oc1ccc(Br)cc1O,11.32,8:0,phenol:phenol,"4-Bromo-1,2-dihydroxybenzene (4-Bromocatechol)",8:0,phenol:phenol,8(phenol) > 0(phenol)
Oc1ccc(Br)cc1O,8.37,8:0,phenol:phenol,"4-Bromo-1,2-dihydroxybenzene (4-Bromocatechol)",8:0,phenol:phenol,8(phenol) > 0(phenol)
Oc1cccc(c1O)[N+]([O-])=O,11.6,7:0,phenol:phenol,"1,2-Dihydroxy-3-nitrobenzene (3-Nitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1cccc(c1O)[N+]([O-])=O,6.48,7:0,phenol:phenol,"1,2-Dihydroxy-3-nitrobenzene (3-Nitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(cc1O)[N+]([O-])=O,10.83,7:0,phenol:phenol,"1,2-Dihydroxy-4-nitrobenzene (4-Nitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(cc1O)[N+]([O-])=O,10.68,7:0,phenol:phenol,"1,2-Dihydroxy-4-nitrobenzene (4-Nitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(cc1O)[N+]([O-])=O,11.21,7:0,phenol:phenol,"1,2-Dihydroxy-4-nitrobenzene (4-Nitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(cc1O)[N+]([O-])=O,6.69,7:0,phenol:phenol,"1,2-Dihydroxy-4-nitrobenzene (4-Nitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(cc1O)[N+]([O-])=O,6.68,7:0,phenol:phenol,"1,2-Dihydroxy-4-nitrobenzene (4-Nitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(cc1O)[N+]([O-])=O,6.9,7:0,phenol:phenol,"1,2-Dihydroxy-4-nitrobenzene (4-Nitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(c(c1O)[N+]([O-])=O)[N+]([O-])=O,8.24,7:0,phenol:phenol,"1,2-Dihydroxy-3,4-dinitrobenzene (3,4-Dinitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(c(c1O)[N+]([O-])=O)[N+]([O-])=O,4.02,7:0,phenol:phenol,"1,2-Dihydroxy-3,4-dinitrobenzene (3,4-Dinitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,9.8,7:0,phenol:phenol,"1,2-Dihydroxy-3,5-Nitrobenzene (3,5-Dinitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,9.86,7:0,phenol:phenol,"1,2-Dihydroxy-3,5-Nitrobenzene (3,5-Dinitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,3.38,7:0,phenol:phenol,"1,2-Dihydroxy-3,5-Nitrobenzene (3,5-Dinitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,3.32,7:0,phenol:phenol,"1,2-Dihydroxy-3,5-Nitrobenzene (3,5-Dinitrocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,4.23,0:6,phenol:phenol,"1,3-Dihydroxy-2,4,6-trinitrobenzene (2,4,6-Trinitroresorcinol)",0:6,phenol:phenol,0(phenol) > 6(phenol)
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,0.1,0:6,phenol:phenol,"1,3-Dihydroxy-2,4,6-trinitrobenzene (2,4,6-Trinitroresorcinol)",0:6,phenol:phenol,0(phenol) > 6(phenol)
Oc1cccc(ON=O)c1,9.02,0:6,phenol:hydroxyl_group,"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",0:6,phenol:hydroxyl_group,0(phenol) > 6(hydroxyl_group)
Oc1cccc(ON=O)c1,8.84,0:6,phenol:hydroxyl_group,"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",0:6,phenol:hydroxyl_group,0(phenol) > 6(hydroxyl_group)
Oc1cccc(ON=O)c1,8.83,0:6,phenol:hydroxyl_group,"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",0:6,phenol:hydroxyl_group,0(phenol) > 6(hydroxyl_group)
Oc1cccc(ON=O)c1,9.44,0:6,phenol:hydroxyl_group,"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",0:6,phenol:hydroxyl_group,0(phenol) > 6(hydroxyl_group)
Oc1cccc(ON=O)c1,4.1,0:6,phenol:hydroxyl_group,"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",0:6,phenol:hydroxyl_group,0(phenol) > 6(hydroxyl_group)
Oc1cccc(ON=O)c1,4.07,0:6,phenol:hydroxyl_group,"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",0:6,phenol:hydroxyl_group,0(phenol) > 6(hydroxyl_group)
Oc1cccc(ON=O)c1,4.08,0:6,phenol:hydroxyl_group,"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",0:6,phenol:hydroxyl_group,0(phenol) > 6(hydroxyl_group)
Oc1cccc(ON=O)c1,4.31,0:6,phenol:hydroxyl_group,"1,3-Dihydroxy-4-nitrosobenzene (Nitrosoresorcinol)",0:6,phenol:hydroxyl_group,0(phenol) > 6(hydroxyl_group)
Oc1ccc(cc1O)[S](O)(=O)=O,12.8,7:0,phenol:phenol,"1,2-Dihydroxybenzene-4-sulfonic acid (4-Sulfocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(cc1O)[S](O)(=O)=O,12.16,7:0,phenol:phenol,"1,2-Dihydroxybenzene-4-sulfonic acid (4-Sulfocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(cc1O)[S](O)(=O)=O,8.5,7:0,phenol:phenol,"1,2-Dihydroxybenzene-4-sulfonic acid (4-Sulfocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
Oc1ccc(cc1O)[S](O)(=O)=O,8.26,7:0,phenol:phenol,"1,2-Dihydroxybenzene-4-sulfonic acid (4-Sulfocatechol)",7:0,phenol:phenol,7(phenol) > 0(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,12.5,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,11.8,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,11.7,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,11.6,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,13.3,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,7.62,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,7.26,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,7.15,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,7.15,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
[Na+].[Na+].Oc1cc(cc(c1O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,8.31,9:2,phenol:phenol,"1,2-Dihydroxybenzene-3,5-disulfonic acid (Tiron)",9:2,phenol:phenol,9(phenol) > 2(phenol)
Oc1ccc(c(O)c1)[As](O)(O)=O,14.3,0:6:9:10,phenol:phenol:alcohol:alcohol,"2,4-Dihydroxybenzenearsonic acid (4-Arsonoresorcinol)",0:6:9:10,phenol:phenol:alcohol:alcohol,0(phenol) > 6(phenol) > 9(alcohol) > 10(alcohol)
Oc1ccc(c(O)c1)[As](O)(O)=O,9.82,0:6:9:10,phenol:phenol:alcohol:alcohol,"2,4-Dihydroxybenzenearsonic acid (4-Arsonoresorcinol)",0:6:9:10,phenol:phenol:alcohol:alcohol,0(phenol) > 6(phenol) > 9(alcohol) > 10(alcohol)
Oc1ccc(c(O)c1)[As](O)(O)=O,7.56,0:6:9:10,phenol:phenol:alcohol:alcohol,"2,4-Dihydroxybenzenearsonic acid (4-Arsonoresorcinol)",0:6:9:10,phenol:phenol:alcohol:alcohol,0(phenol) > 6(phenol) > 9(alcohol) > 10(alcohol)
Oc1ccc(c(O)c1)[As](O)(O)=O,7.98,0:6:9:10,phenol:phenol:alcohol:alcohol,"2,4-Dihydroxybenzenearsonic acid (4-Arsonoresorcinol)",0:6:9:10,phenol:phenol:alcohol:alcohol,0(phenol) > 6(phenol) > 9(alcohol) > 10(alcohol)
Oc1ccc(c(O)c1)[As](O)(O)=O,4.01,0:6:9:10,phenol:phenol:alcohol:alcohol,"2,4-Dihydroxybenzenearsonic acid (4-Arsonoresorcinol)",0:6:9:10,phenol:phenol:alcohol:alcohol,0(phenol) > 6(phenol) > 9(alcohol) > 10(alcohol)
Oc1ccc(c(O)c1)[As](O)(O)=O,4.2,0:6:9:10,phenol:phenol:alcohol:alcohol,"2,4-Dihydroxybenzenearsonic acid (4-Arsonoresorcinol)",0:6:9:10,phenol:phenol:alcohol:alcohol,0(phenol) > 6(phenol) > 9(alcohol) > 10(alcohol)
OC(=O)c1cccc(O)c1O,9.84,10:8:0,phenol:phenol:carboxylic_acid,"2,3-Dihydroxybenzenecarboxylic acid (o-Pyrocatechuic acid)",0:10:8,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 10(phenol) > 8(phenol)
OC(=O)c1cccc(O)c1O,9.76,10:8:0,phenol:phenol:carboxylic_acid,"2,3-Dihydroxybenzenecarboxylic acid (o-Pyrocatechuic acid)",0:10:8,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 10(phenol) > 8(phenol)
OC(=O)c1cccc(O)c1O,2.68,10:8:0,phenol:phenol:carboxylic_acid,"2,3-Dihydroxybenzenecarboxylic acid (o-Pyrocatechuic acid)",0:10:8,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 10(phenol) > 8(phenol)
OC(=O)c1cccc(O)c1O,2.7,10:8:0,phenol:phenol:carboxylic_acid,"2,3-Dihydroxybenzenecarboxylic acid (o-Pyrocatechuic acid)",0:10:8,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 10(phenol) > 8(phenol)
OC(=O)c1cccc(O)c1O,2.91,10:8:0,phenol:phenol:carboxylic_acid,"2,3-Dihydroxybenzenecarboxylic acid (o-Pyrocatechuic acid)",0:10:8,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 10(phenol) > 8(phenol)
OC(=O)c1ccc(O)c(O)c1,13.0,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,13.1,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,12.8,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,8.75,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,8.83,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,8.67,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,8.67,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,4.3,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,4.35,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,4.33,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,4.25,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,4.3,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)c1ccc(O)c(O)c1,4.49,7:9:0,phenol:phenol:carboxylic_acid,"3,4-Dihydroxybenzenecarboxylic acid (Protocatechuic acid)",0:7:9,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 7(phenol) > 9(phenol)
OC(=O)Cc1ccc(O)c(O)c1,13.7,0:8:10,carboxylic_acid:phenol:phenol,"3,4-Dihydroxyphenylacetic acid (Homoprotocatechuic acid)",0:8:10,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 8(phenol) > 10(phenol)
OC(=O)Cc1ccc(O)c(O)c1,9.41,0:8:10,carboxylic_acid:phenol:phenol,"3,4-Dihydroxyphenylacetic acid (Homoprotocatechuic acid)",0:8:10,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 8(phenol) > 10(phenol)
OC(=O)Cc1ccc(O)c(O)c1,4.14,0:8:10,carboxylic_acid:phenol:phenol,"3,4-Dihydroxyphenylacetic acid (Homoprotocatechuic acid)",0:8:10,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 8(phenol) > 10(phenol)
OC(=O)CCc1ccc(O)c(O)c1,13.7,0:9:11,carboxylic_acid:phenol:phenol,"3-(3,4-Dihydroxyphenyl)propanoic acid (3,4-Dihydroxyhydrocinnamic acid)",0:9:11,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 9(phenol) > 11(phenol)
OC(=O)CCc1ccc(O)c(O)c1,9.5,0:9:11,carboxylic_acid:phenol:phenol,"3-(3,4-Dihydroxyphenyl)propanoic acid (3,4-Dihydroxyhydrocinnamic acid)",0:9:11,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 9(phenol) > 11(phenol)
OC(=O)CCc1ccc(O)c(O)c1,4.4,0:9:11,carboxylic_acid:phenol:phenol,"3-(3,4-Dihydroxyphenyl)propanoic acid (3,4-Dihydroxyhydrocinnamic acid)",0:9:11,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 9(phenol) > 11(phenol)
OC(=O)\C=C/c1ccc(O)c(O)c1,12.5,0:9:11,carboxylic_acid:phenol:phenol,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",0:9:11,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 9(phenol) > 11(phenol)
OC(=O)\C=C/c1ccc(O)c(O)c1,8.64,0:9:11,carboxylic_acid:phenol:phenol,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",0:9:11,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 9(phenol) > 11(phenol)
OC(=O)\C=C/c1ccc(O)c(O)c1,9.07,0:9:11,carboxylic_acid:phenol:phenol,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",0:9:11,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 9(phenol) > 11(phenol)
OC(=O)\C=C/c1ccc(O)c(O)c1,4.43,0:9:11,carboxylic_acid:phenol:phenol,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",0:9:11,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 9(phenol) > 11(phenol)
OC(=O)\C=C/c1ccc(O)c(O)c1,4.62,0:9:11,carboxylic_acid:phenol:phenol,"trans-3-(3,4-Dihydroxyphenyl)propenoic acid (Caffeic acid)",0:9:11,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 9(phenol) > 11(phenol)
OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,12.0,0:6:16:21,carboxylic_acid:amine_secondary:carboxylic_acid:phenol,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",0:16:21:6,carboxylic_acid:carboxylic_acid:phenol:amine_secondary,0(carboxylic_acid) > 16(carboxylic_acid) > 21(phenol) > 6(amine_secondary)
OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,11.0,0:6:16:21,carboxylic_acid:amine_secondary:carboxylic_acid:phenol,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",0:16:21:6,carboxylic_acid:carboxylic_acid:phenol:amine_secondary,0(carboxylic_acid) > 16(carboxylic_acid) > 21(phenol) > 6(amine_secondary)
OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,2.85,0:6:16:21,carboxylic_acid:amine_secondary:carboxylic_acid:phenol,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",0:16:21:6,carboxylic_acid:carboxylic_acid:phenol:amine_secondary,0(carboxylic_acid) > 16(carboxylic_acid) > 21(phenol) > 6(amine_secondary)
OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,2.8,0:6:16:21,carboxylic_acid:amine_secondary:carboxylic_acid:phenol,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",0:16:21:6,carboxylic_acid:carboxylic_acid:phenol:amine_secondary,0(carboxylic_acid) > 16(carboxylic_acid) > 21(phenol) > 6(amine_secondary)
OC(=O)c1cc(N\N=C/2C=CC(=O)C(=C2)C(O)=O)ccc1O,2.07,0:6:16:21,carboxylic_acid:amine_secondary:carboxylic_acid:phenol,"5,5'-Azobis(2-hydroxybenzoic acid) (Olsalazine)",0:16:21:6,carboxylic_acid:carboxylic_acid:phenol:amine_secondary,0(carboxylic_acid) > 16(carboxylic_acid) > 21(phenol) > 6(amine_secondary)
OC(=O)c1cc(cc(O)c1O)[S](O)(=O)=O,2.43,10:8:0,phenol:phenol:carboxylic_acid,"2,3-Dihydroxy-5-sulfobenzoic acid",0:10:8,carboxylic_acid:phenol:phenol,0(carboxylic_acid) > 10(phenol) > 8(phenol)
COc1cccc(O)c1O,11.99,9:7,phenol:phenol,"1,2-Dihydroxy-3-methoxybenzene (Pyrogallol 1-methyl ether)",9:7,phenol:phenol,9(phenol) > 7(phenol)
COc1cccc(O)c1O,9.2,9:7,phenol:phenol,"1,2-Dihydroxy-3-methoxybenzene (Pyrogallol 1-methyl ether)",9:7,phenol:phenol,9(phenol) > 7(phenol)
Oc1cccc(O)c1O,14.0,8:0:6,phenol:phenol:phenol,"1,2,3-Trihydroxybenzene (Pyrogallol)",8:0:6,phenol:phenol:phenol,8(phenol) > 0(phenol) > 6(phenol)
Oc1cccc(O)c1O,11.0,8:0:6,phenol:phenol:phenol,"1,2,3-Trihydroxybenzene (Pyrogallol)",8:0:6,phenol:phenol:phenol,8(phenol) > 0(phenol) > 6(phenol)
Oc1cccc(O)c1O,11.08,8:0:6,phenol:phenol:phenol,"1,2,3-Trihydroxybenzene (Pyrogallol)",8:0:6,phenol:phenol:phenol,8(phenol) > 0(phenol) > 6(phenol)
Oc1cccc(O)c1O,11.12,8:0:6,phenol:phenol:phenol,"1,2,3-Trihydroxybenzene (Pyrogallol)",8:0:6,phenol:phenol:phenol,8(phenol) > 0(phenol) > 6(phenol)
Oc1cccc(O)c1O,8.96,8:0:6,phenol:phenol:phenol,"1,2,3-Trihydroxybenzene (Pyrogallol)",8:0:6,phenol:phenol:phenol,8(phenol) > 0(phenol) > 6(phenol)
Oc1cccc(O)c1O,8.94,8:0:6,phenol:phenol:phenol,"1,2,3-Trihydroxybenzene (Pyrogallol)",8:0:6,phenol:phenol:phenol,8(phenol) > 0(phenol) > 6(phenol)
Oc1cccc(O)c1O,8.91,8:0:6,phenol:phenol:phenol,"1,2,3-Trihydroxybenzene (Pyrogallol)",8:0:6,phenol:phenol:phenol,8(phenol) > 0(phenol) > 6(phenol)
Oc1cccc(O)c1O,8.96,8:0:6,phenol:phenol:phenol,"1,2,3-Trihydroxybenzene (Pyrogallol)",8:0:6,phenol:phenol:phenol,8(phenol) > 0(phenol) > 6(phenol)
OOc1ccc(O)cc1,11.38,0:1:5,hydroxyl_group:hydroxyl_group:phenol,"1,2,4-Trihydroxybenzene (Hydroxyquinol)",5:0:1,phenol:hydroxyl_group:hydroxyl_group,5(phenol) > 0(hydroxyl_group) > 1(hydroxyl_group)
OOc1ccc(O)cc1,9.02,0:1:5,hydroxyl_group:hydroxyl_group:phenol,"1,2,4-Trihydroxybenzene (Hydroxyquinol)",5:0:1,phenol:hydroxyl_group:hydroxyl_group,5(phenol) > 0(hydroxyl_group) > 1(hydroxyl_group)
Oc1cc(O)cc(O)c1,8.76,4:0:7,phenol:phenol:phenol,"1,3,5-Trihydroxybenzene (Phloroglucinol)",4:0:7,phenol:phenol:phenol,4(phenol) > 0(phenol) > 7(phenol)
Oc1cc(O)cc(O)c1,8.42,4:0:7,phenol:phenol:phenol,"1,3,5-Trihydroxybenzene (Phloroglucinol)",4:0:7,phenol:phenol:phenol,4(phenol) > 0(phenol) > 7(phenol)
Oc1cccc(C(=O)NCc2cc(CNC(=O)c3cccc(O)c3O)cc(CNC(=O)c4cccc(O)c4O)c2)c1O,8.4,41:0:24:22:38:36,phenol:phenol:phenol:phenol:phenol:phenol,"1,3,5-Tris(2,3-dihydroxybenzoylaminomethyl)benzene (MECAM)",41:0:24:22:38:36,phenol:phenol:phenol:phenol:phenol:phenol,41(phenol) > 0(phenol) > 24(phenol) > 22(phenol) > 38(phenol) > 36(phenol)
Oc1cccc(C(=O)NCc2cc(CNC(=O)c3cccc(O)c3O)cc(CNC(=O)c4cccc(O)c4O)c2)c1O,7.4,41:0:24:22:38:36,phenol:phenol:phenol:phenol:phenol:phenol,"1,3,5-Tris(2,3-dihydroxybenzoylaminomethyl)benzene (MECAM)",41:0:24:22:38:36,phenol:phenol:phenol:phenol:phenol:phenol,41(phenol) > 0(phenol) > 24(phenol) > 22(phenol) > 38(phenol) > 36(phenol)
Oc1cccc(C(=O)NCc2cc(CNC(=O)c3cccc(O)c3O)cc(CNC(=O)c4cccc(O)c4O)c2)c1O,5.9,41:0:24:22:38:36,phenol:phenol:phenol:phenol:phenol:phenol,"1,3,5-Tris(2,3-dihydroxybenzoylaminomethyl)benzene (MECAM)",41:0:24:22:38:36,phenol:phenol:phenol:phenol:phenol:phenol,41(phenol) > 0(phenol) > 24(phenol) > 22(phenol) > 38(phenol) > 36(phenol)
CN(Cc1cc(CN(C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,8.54,18:16:37:35:52:50,phenol:phenol:phenol:phenol:phenol:phenol,"1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",18:16:37:35:52:50,phenol:phenol:phenol:phenol:phenol:phenol,18(phenol) > 16(phenol) > 37(phenol) > 35(phenol) > 52(phenol) > 50(phenol)
CN(Cc1cc(CN(C)C(=O)c2cc(cc(O)c2O)[S](O)(=O)=O)cc(CN(C)C(=O)c3cc(cc(O)c3O)[S](O)(=O)=O)c1)C(=O)c4cc(cc(O)c4O)[S](O)(=O)=O,7.55,18:16:37:35:52:50,phenol:phenol:phenol:phenol:phenol:phenol,"1,3,5-Tris(N-methyl-2,3-dihydroxy-5-sulfobenzoylaminomethyl)benzene",18:16:37:35:52:50,phenol:phenol:phenol:phenol:phenol:phenol,18(phenol) > 16(phenol) > 37(phenol) > 35(phenol) > 52(phenol) > 50(phenol)
