sample_id,SMILES,metal_ion,true_pka_values,predicted_positions,binding_sites
653,C[C@@H](O)[C@H](N)C(O)=O,Co2+,"[4.36, 7.93]","[4, 6]","[2, 4, 6, 7]"
654,C[C@H](N)C(=O)NO,Co2+,"[-9.39, -4.74]","[2, 6]","[2, 4, 5, 6]"
655,C[C@H](N)C(=O)N[C@@H](C)C(O)=O,Co2+,"[2.58, 4.42]","[2, 9]","[2, 4, 5, 9, 10]"
656,C[C@H](N)C(=O)N[C@H](C)C(O)=O,Co2+,"[2.74, 4.75]","[2, 9]","[2, 4, 5, 9, 10]"
657,C[C@H](O)[C@H](N)C(O)=O,Co2+,"[4.13, 7.17]","[4, 6]","[2, 4, 6, 7]"
658,Cc1ccc2ccc3ccc(C)nc3c2n1,Co2+,"[4.2, 7.0]","[15, 12]","[12, 15]"
659,Cc1ncc(CO)c(CN)c1O,Co2+,"[5.09, 9.6]","[9, 11]","[2, 6, 9, 11]"
660,NC(C(O)C(O)C(O)CO)C(O)=O,Co2+,"[4.35, 8.04]","[0, 11]","[0, 3, 5, 7, 9, 11, 12]"
661,NC1CONC1=O,Co2+,"[3.4, 5.9]","[0, 4]","[0, 3, 4, 6]"
662,NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,Co2+,"[3.01, 5.5]","[0, 15]","[0, 3, 4, 7, 8, 11, 12, 15, 16]"
663,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,Co2+,"[3.38, 6.57]","[0, 11]","[0, 3, 4, 9, 11, 13, 14]"
664,NCCC(O)=O,Co2+,"[3.58, 6.14]","[0, 4]","[0, 4, 5]"
665,NCCNCc1ccccn1,Co2+,"[8.49, 16.1]","[0, 3]","[0, 3, 10]"
666,NCCO,Co2+,"[2.2, 3.53]","[0, 3]","[0, 3]"
667,NCc1cccc(n1)c2cccc(CN)n2,Co2+,"[10.16, 15.82]","[0, 14]","[0, 7, 14, 15]"
668,NO[P](O)(=O)C(c1ccccc1)[P](O)(O)=O,Co2+,"[10.63, 15.72]","[0, 3]","[0, 1, 2, 3, 4, 12, 13, 14, 15]"
669,N[C@@H](CC(O)=O)C(O)=O,Co2+,"[5.95, 10.23]","[0, 4]","[0, 4, 5, 7, 8]"
670,N[C@@H](CCC(N)=O)C(O)=O,Co2+,"[4.05, 7.28]","[0, 8]","[0, 5, 6, 8, 9]"
671,N[C@@H](CCC(O)=O)C(O)=O,Co2+,"[4.56, 7.86]","[0, 5]","[0, 5, 6, 8, 9]"
672,N[C@@H](CCO)C(O)=O,Co2+,"[-7.81, 4.3]","[0, 6]","[0, 4, 6, 7]"
673,N[C@@H](CO)C(O)=O,Co2+,"[4.35, 7.8]","[0, 5]","[0, 3, 5, 6]"
674,N[C@@H](CO[P](O)(O)=O)C(O)=O,Co2+,"[5.35, 9.09]","[0, 6]","[0, 3, 4, 5, 6, 7, 9, 10]"
675,N[C@@H](CS)C(=O)NCC(O)=O,Co2+,"[6.65, 13.29]","[0, 3]","[0, 3, 5, 6, 9, 10]"
676,N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,Co2+,"[5.2, 9.28]","[0, 7]","[0, 5, 7, 9, 10, 13, 14]"
677,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,Co2+,"[5.25, 9.47]","[0, 20]","[0, 5, 7, 9, 10, 20, 21]"
678,N[C@@H](Cc1c[nH]cn1)C(N)=O,Co2+,"[4.53, 8.21]","[0, 7]","[0, 5, 7, 9, 10]"
679,N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O,Co2+,"[2.12, 4.14]","[0, 14]","[0, 10, 11, 14, 15]"
680,N[C@@H](Cc1ccccc1)C(O)=O,Co2+,"[3.99, 7.5]","[0, 10]","[0, 10, 11]"
681,N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,Co2+,"[-2.5, 5.7]","[0, 9]","[0, 3, 4, 7, 9, 11]"
682,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,Co2+,"[-2.3, 4.95]","[0, 3]","[0, 3, 4, 7, 9, 11]"
683,OC(=O)C(O)=O,Co2+,"[3.84, 6.05]","[0, 4]","[0, 2, 4, 5]"
684,OC(=O)C1(CCC1)C(O)=O,Co2+,"[2.22, 3.2]","[0, 8]","[0, 2, 8, 9]"
685,OC(=O)C1(O)CCCC1,Co2+,"[1.57, 2.6]","[0, 4]","[0, 2, 4]"
686,OC(=O)CC(O)=O,Co2+,"[2.92, 4.49]","[5, 0]","[0, 2, 5, 6]"
687,OC(=O)CC(S)C(O)=O,Co2+,"[-11.2, 6.8]","[0, 5]","[0, 2, 5, 7, 8]"
688,OC(=O)CN(CC(O)=O)CC(=O)c1ccccc1,Co2+,"[6.99, 11.84]","[4, 7]","[0, 2, 4, 7, 8, 11]"
689,OC(=O)CN(CC(O)=O)CC(=O)c1sccc1,Co2+,"[6.93, 11.9]","[4, 13]","[0, 2, 4, 7, 8, 11, 13]"
690,OC(=O)CNc1ccc(cc1)[S](O)(=O)=O,Co2+,"[4.01, 6.78]","[0, 4]","[0, 2, 4, 11, 12, 13, 14]"
691,OC(=O)CNc1cccc2cccnc12,Co2+,"[3.7, 7.5]","[13, 0]","[0, 2, 4, 13]"
692,OC(=O)CNc1ccccc1,Co2+,"[3.89, 7.04]","[0, 4]","[0, 2, 4]"
693,OC(=O)CS,Co2+,"[5.84, 12.15]","[4, 0]","[0, 2, 4]"
694,OC(=O)CSCC(O)=O,Co2+,"[3.51, 6.19]","[7, 0]","[0, 2, 4, 7, 8]"
695,OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)[S](O)(=O)=O,Co2+,"[5.84, 9.77]","[9, 0]","[0, 2, 9, 10, 11, 18, 19, 20, 21]"
696,O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,Co2+,"[6.72, 9.34]","[11, 0]","[0, 2, 5, 7, 9, 11, 12]"
697,SC#N,Co2+,"[1.39, 2.02]","[0, 2]","[0, 2]"
698,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=C(c3cccnc3C2=O)[S]([O-])(=O)=O)c4ccccc14,Co2+,"[-14.82, -6.97]","[19, 10]","[2, 3, 4, 5, 10, 11, 19, 22, 23, 24, 25, 26]"
699,c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25,Co2+,"[8.05, 13.85]","[4, 5]",[]
700,c1ccncc1,Co2+,"[1.22, 1.8]","[3, 5]",[3]
701,CC(=O)NO,Co2+,"[4.99, 8.91, 11.57]","[4, 3, 2]","[2, 3, 4]"
702,CCCN(CCC[S](O)(=O)=O)c1ccc(N=O)c(O)c1,Co2+,"[-26.56, -19.0, -9.08]","[18, 3, 8]","[3, 7, 8, 9, 10, 15, 16, 18]"
703,CCN1C=CC(=O)C(=C1CC)O,Co2+,"[6.84, 11.81, 15.77]","[11, 2, 0]","[2, 6, 11]"
704,C[C@H](N)C(O)=O,Co2+,"[-9.7, -7.8, 4.31]","[2, 4, 1]","[2, 4, 5]"
705,Cc1c(C)c2cccnc2c3ncccc13,Co2+,"[7.47, 15.5, 23.6]","[8, 11, 7]","[8, 11]"
706,Cc1cc2cccnc2c3ncccc13,Co2+,"[7.14, 14.0, 20.6]","[7, 10, 11]","[7, 10]"
707,Cc1ccc2ccc3cccnc3c2n1,Co2+,"[5.1, 10.0, 13.9]","[11, 14, 10]","[11, 14]"
708,Cc1ccnc(c1)c2cc(C)ccn2,Co2+,"[6.4, 11.3, 16.6]","[13, 4, 12]","[4, 13]"
709,Cc1ccnc2c1ccc3c(C)ccnc23,Co2+,"[8.08, 16.1, 24.5]","[4, 14, 13]","[4, 14]"
710,NCC(=O)NO,Co2+,"[5.6, 10.03, 12.45]","[0, 5, 4]","[0, 3, 4, 5]"
711,NCC(O)=O,Co2+,"[4.67, 8.46, 10.9]","[0, 3, 0]","[0, 3, 4]"
712,NCCN,Co2+,"[5.5, 10.1, 13.4]","[0, 3, 1]","[0, 3]"
713,NCCc1[nH]ccn1,Co2+,"[5.56, 9.58, 12.3]","[0, 7, 4]","[0, 4, 7]"
714,NCCc1c[nH]cn1,Co2+,"[5.08, 8.75, 10.8]","[0, 7, 5]","[0, 5, 7]"
715,NCc1ccccn1,Co2+,"[5.5, 10.13, 13.7]","[0, 7, 6]","[0, 7]"
716,N[C@@H](CC(N)=O)C(O)=O,Co2+,"[4.53, 8.07, 9.96]","[0, 7, 4]","[0, 4, 5, 7, 8]"
717,ON1C=CC=CC1=O,Co2+,"[4.85, 8.83, 11.57]","[0, 1, 0]","[0, 1, 7]"
718,Oc1ccc(c2cccnc12)[S](O)(=O)=O,Co2+,"[8.11, 15.06, 20.42]","[9, 0, 12]","[0, 9, 11, 12, 13, 14]"
719,[Na+].OC([O-])=O.Oc1c(I)cc(c2cccnc12)[S](O)(=O)=O,Co2+,"[7.3, 13.6, 18.6]","[5, 1, 18]","[1, 3, 4, 5, 15, 17, 18, 19, 20]"
720,[O-][N+](=O)c1cc2cccnc2c3ncccc13,Co2+,"[6.3, 11.8, 16.5]","[12, 9, 13]","[0, 1, 2, 9, 12]"
721,[nH]1ccnc1c2ccccn2,Co2+,"[5.26, 10.05, 13.87]","[10, 0, 3]","[0, 3, 10]"
722,[nH]1cnc(c1)c2ccccn2,Co2+,"[5.81, 11.32, 15.71]","[2, 0, 10]","[0, 2, 10]"
723,c1ccc(nc1)c2ccccn2,Co2+,"[5.8, 11.3, 16.0]","[11, 4, 5]","[4, 11]"
724,c1cnc2c(c1)ccc3ncccc23,Co2+,"[7.1, 13.7, 19.68]","[2, 9, 1]","[2, 9]"
725,s1cnc(c1)c2ccccn2,Co2+,"[5.0, 9.35, 13.1]","[10, 2, 9]","[0, 2, 10]"
726,Cn1ccnc1,Co2+,"[-5.32, -4.25, 2.29, 6.7]","[4, 1, 5, 0]","[1, 4]"
727,[nH]1ccnc1,Co2+,"[2.44, 4.34, 5.76, 6.7]","[3, 0, 4, 1]","[0, 3]"
728,C(CN(Cc1ccccn1)Cc2ccccn2)N(Cc3ccccn3)Cc4ccccn4,Cu2+,[20.2],[24],"[2, 9, 16, 17, 24, 31]"
729,C(CNCc1c[nH]cn1)NCc2c[nH]cn2,Cu2+,[16.5],[15],"[2, 6, 8, 9, 13, 15]"
730,C(COCCNCc1c[nH]cn1)NCc2c[nH]cn2,Cu2+,[15.94],[11],"[2, 5, 9, 11, 12, 16, 18]"
731,C(CSSCCNCc1c[nH]cn1)NCc2c[nH]cn2,Cu2+,[13.38],[12],"[2, 3, 6, 10, 12, 13, 17, 19]"
732,C(c1ccccc1)c2ccccn2,Cu2+,[0.8],[12],[12]
733,C1CCNCCNCCNCCNCC1,Cu2+,[-19.25],[3],"[3, 6, 9, 12]"
734,C1CN(CCN1)CCNCCN2CCNCC2,Cu2+,[10.56],[14],"[2, 5, 8, 11, 14]"
735,C1CNCCCN(Cc2c[nH]cn2)NC1,Cu2+,[15.58],[2],"[2, 6, 10, 12, 13]"
736,C1CNCCCN(Cc2cc[nH]n2)NC1,Cu2+,[14.89],[2],"[2, 6, 11, 12, 13]"
737,C1CNCCSCCOCCSCCN1,Cu2+,[13.3],[14],"[2, 5, 8, 11, 14]"
738,C1CSCCCSCCCSCCCSC1,Cu2+,[2.2],[10],"[2, 6, 10, 14]"
739,C1CSCCCSCCSCCCSC1,Cu2+,[3.17],[2],"[2, 6, 9, 13]"
740,C1CSCCSCCCSCCSC1,Cu2+,[4.34],[9],"[2, 5, 9, 12]"
741,C1CSCCSCCSCCS1,Cu2+,[3.48],[2],"[2, 5, 8, 11]"
742,C1CSCCSCCSCCSC1,Cu2+,[3.41],[2],"[2, 5, 8, 11]"
743,C1CSCCSCCSCCSCCS1,Cu2+,[4.18],[2],"[2, 5, 8, 11, 14]"
744,C=CCCCc1ccccn1,Cu2+,[2.0],[10],[10]
745,C=CCCc1ccccn1,Cu2+,[2.1],[9],[9]
746,C=CCc1ccccn1,Cu2+,[1.8],[8],[8]
747,C=Cc1ccccn1,Cu2+,[1.72],[7],[7]
748,C=Cc1ccncc1,Cu2+,[2.73],[5],[5]
749,CC(=C/C(O)=O)/C(O)=O,Cu2+,[3.4],[7],"[4, 5, 7, 8]"
750,CC(=O)CC(C)(C)NCCNC(C)(C)CC(C)=O,Cu2+,[8.56],[10],"[2, 7, 10, 17]"
751,CC(=O)N[C@@H](CCC(O)=O)C(O)=O,Cu2+,[2.2],[8],"[2, 3, 8, 9, 11, 12]"
752,CC(=O)[C@H]1CC[C@@]2(O)[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,Cu2+,[23.67],[7],"[2, 7, 14, 21]"
753,CC(C(O)=O)C(=O)C(O)=O,Cu2+,[5.83],[3],"[3, 4, 6, 8, 9]"
754,CC(C)(C)[P](O)(O)=O,Cu2+,[4.14],[5],"[4, 5, 6, 7]"
755,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,Cu2+,[4.59],[3],"[3, 5, 6, 11, 12, 17, 18, 23, 24]"
756,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCC(O)=O,Cu2+,[5.27],[3],"[3, 5, 6, 11, 12, 17, 18, 21, 22]"
757,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(N)=O,Cu2+,[4.42],[3],"[3, 5, 6, 11, 12, 17, 18]"
758,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,Cu2+,[5.41],[3],"[3, 5, 6, 11, 12, 17, 18]"
759,CC(C)(N)C(=O)NC(C)(C)C(N)=O,Cu2+,[4.67],[3],"[3, 5, 6, 11, 12]"
760,CC(C)(N)C(=O)NC(C)(C)C(O)=O,Cu2+,[6.03],[3],"[3, 5, 6, 11, 12]"
761,CC(C)(NC(=O)CN)C(=O)NCC(O)=O,Cu2+,[5.55],[7],"[3, 5, 7, 9, 10, 13, 14]"
762,CC(C)(NC(=O)CNC(=O)CN)C(=O)NCC(O)=O,Cu2+,[5.18],[11],"[3, 5, 7, 9, 11, 13, 14, 17, 18]"
763,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,Cu2+,[8.97],[28],"[5, 7, 16, 18, 20, 22, 24, 26, 28, 34, 38, 39]"
764,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,Cu2+,[7.21],[60],"[5, 7, 16, 18, 22, 23, 24, 26, 28, 30, 35, 36, 37, 39, 41, 43, 46, 47, 49, 53, 54, 55, 57, 60, 62, 63, 67, 68, 73, 74, 76, 77, 80, 81, 84, 85, 88, 89, 95, 96, 101, 103, 104, 106, 107]"
765,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,Cu2+,[4.63],[5],"[5, 7, 8, 11, 12, 19, 20]"
766,CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,Cu2+,[4.68],[5],"[5, 7, 8, 15, 16, 19, 20]"
767,CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,Cu2+,[5.7],[17],"[5, 7, 13, 15, 17, 19, 20]"
768,CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,Cu2+,[4.47],[5],"[5, 7, 8, 11, 12, 15, 16]"
769,CC(C)C[C@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,Cu2+,[4.89],[5],"[5, 7, 8, 11, 12, 19, 20]"
770,CC(C)C[C@H](N)C(=O)NCC(=O)N[C@H](CC(C)C)C(O)=O,Cu2+,[4.87],[5],"[5, 7, 8, 11, 12, 19, 20]"
771,CC(C)C[C@H](N)C(=O)NCC(O)=O,Cu2+,[4.79],[5],"[5, 7, 8, 11, 12]"
772,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(O)=O,Cu2+,[5.62],[5],"[5, 7, 8, 12, 13]"
773,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,Cu2+,[4.68],[5],"[5, 7, 8, 15, 16, 19, 20]"
774,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,Cu2+,[4.43],[5],"[5, 7, 8, 15, 16, 23, 24]"
775,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,Cu2+,[4.94],[5],"[5, 7, 8, 18, 19]"
776,CC(C)C[C@H](N)C(=O)N[C@H](C)C(O)=O,Cu2+,[5.56],[5],"[5, 7, 8, 12, 13]"
777,CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)NCC(O)=O,Cu2+,[4.83],[5],"[5, 7, 8, 15, 16, 19, 20]"
778,CC(C)C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,Cu2+,[5.07],[5],"[5, 7, 8, 18, 19]"
779,CC(C)C[C@H](NC(=O)CN)C(=O)NCC(O)=O,Cu2+,[5.37],[9],"[5, 7, 9, 11, 12, 15, 16]"
780,CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,Cu2+,[9.6],[9],"[5, 7, 9, 11, 12, 19, 23, 24]"
781,CC(C)C[C@H](NC(=O)CNC(=O)CN)C(O)=O,Cu2+,[5.1],[13],"[5, 7, 9, 11, 13, 15, 16]"
782,CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN)C(O)=O,Cu2+,[5.66],[17],"[5, 7, 13, 15, 17, 19, 20]"
783,CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,Cu2+,[-5.45],[9],"[5, 7, 9, 14, 15, 18, 20, 21, 26, 27, 29, 30, 33, 34]"
784,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,Cu2+,[4.7],[9],"[5, 7, 9, 18, 19]"
785,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,Cu2+,[5.38],[17],"[5, 7, 13, 15, 17, 19, 20]"
786,CC(C)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,Cu2+,[4.86],[8],"[4, 6, 8, 17, 18]"
787,CC(C)[C@H](N)C(=O)NCC(=O)NCC(O)=O,Cu2+,[4.32],[4],"[4, 6, 7, 10, 11, 14, 15]"
788,CC(C)[C@H](N)C(=O)NCC(O)=O,Cu2+,[4.87],[4],"[4, 6, 7, 10, 11]"
789,CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,Cu2+,[5.2],[4],"[4, 6, 7, 13, 14]"
790,CC(C)[C@H](N)C(=O)N[C@@H](C)C(O)=O,Cu2+,[5.61],[4],"[4, 6, 7, 11, 12]"
791,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,Cu2+,[5.35],[4],"[4, 6, 7, 17, 18]"
792,CC(C)[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,Cu2+,[5.31],[4],"[4, 6, 7, 17, 18]"
793,CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,Cu2+,[4.65],[8],"[4, 6, 8, 17, 18]"
794,CC(CC(C)(C)NCCNC(C)(C)CC(C)=NO)=NO,Cu2+,[13.24],[19],"[6, 9, 16, 17, 18, 19]"
795,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,Cu2+,[19.82],[3],"[3, 6, 7, 10, 11, 12, 15, 16, 19, 20]"
796,CC(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,Cu2+,[5.8],[2],"[2, 4, 5, 10, 11, 16, 17]"
797,CC(N)C(=O)NC(C)(C)C(N)=O,Cu2+,[4.42],[2],"[2, 4, 5, 10, 11]"
798,CC(N)CC(C)(C)NCCNC(C)(C)CC(C)N,Cu2+,[22.41],[17],"[2, 7, 10, 17]"
799,CC(O)([P](O)(O)=O)[P](O)(O)=O,Cu2+,[11.84],[5],"[2, 3, 4, 5, 6, 7, 8, 9, 10]"
800,CC(O)=S,Cu2+,[3.9],[2],"[2, 3]"
801,CC(O)Cc1ccccn1,Cu2+,[2.25],[9],"[2, 9]"
802,CC(Oc1ccccc1)C(O)=O,Cu2+,[1.1],[10],"[2, 10, 11]"
803,CC12CCC(O)CC1CCC3C2CCC4(C)C3CC[C@]4(O)C(=O)CO,Cu2+,[7.73],[24],"[5, 20, 22, 24]"
804,CC1=CN(C2CC(O)C(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)O2)C(=O)NC1=O,Cu2+,[5.85],[21],"[3, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 28]"
805,CCC(Oc1ccccc1)C(O)=O,Cu2+,[1.34],[11],"[3, 11, 12]"
806,CCC1C(=O)NCCNCCNCCNCCNC1=O,Cu2+,[13.08],[8],"[4, 5, 8, 11, 14, 17, 19]"
807,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@]3(O)[C@H]2C=C(C)C3=O)[C@@H]4C(C)(C)[C@]14OC(C)=O,Cu2+,[15.94],[25],"[14, 15, 20, 25, 28, 34, 40, 43]"
808,CCCCCCCCCCCCCC1=C(C)C(=O)c2c(OC)cc(OC)c(O)c2O1,Cu2+,[9.24],[27],"[17, 20, 24, 27, 29]"
809,CCCCO[P]([O-])(=O)O[P]([O-])([O-])=O,Cu2+,[5.59],[7],"[4, 5, 6, 7, 8, 9, 10, 11, 12]"
810,CCCCO[P]([O-])([O-])=O,Cu2+,[3.12],[8],"[4, 5, 6, 7, 8]"
811,CCCCSCC(O)=O,Cu2+,[1.95],[7],"[4, 7, 8]"
812,CCCC[Se]CC(O)=O,Cu2+,[1.95],[7],"[7, 8]"
813,CCCc1ccccn1,Cu2+,[-2.2],[8],[8]
814,CCOC[P](O)(O)=O,Cu2+,[3.73],[6],"[2, 4, 5, 6, 7]"
815,CCOc1ccc(C(O)=O)c(c1)C(O)=O.CCOc2ccc(C(O)=O)c(c2)C(O)=O,Cu2+,[3.25],[8],"[2, 8, 9, 13, 14, 17, 23, 24, 28, 29]"
816,CCSCCSCCCSCCSCC,Cu2+,[2.18],[2],"[2, 5, 9, 12]"
817,CC[C@H](C)[C@H](N)C(=O)NCC(O)=O,Cu2+,[4.75],[5],"[5, 7, 8, 11, 12]"
818,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(C)C)C(O)=O,Cu2+,[4.96],[9],"[5, 7, 9, 15, 16]"
819,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](Cc2[nH]cnc2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](Cc4ccccc4)C(O)=O,Cu2+,[10.2],[36],"[5, 7, 14, 17, 19, 21, 23, 28, 30, 31, 32, 34, 36, 39, 40, 45, 46, 50, 52, 55, 56, 62, 63, 73, 74]"
820,CC[C@H](C)[C@H](NC(=O)[C@H](N)CC(C)C)C(O)=O,Cu2+,[4.96],[9],"[5, 7, 9, 15, 16]"
821,CC[P](O)(O)=O,Cu2+,[3.6],[4],"[2, 3, 4, 5]"
822,CN(C)CCc1c[nH]cn1,Cu2+,[6.56],[1],"[1, 7, 9]"
823,CN(C)c1ccc(cc1)N=Nc2ccccn2,Cu2+,[5.21],[16],"[1, 9, 10, 16]"
824,CN(C)c1cccc2c1cccc2[S](=O)(=O)NCCNCC(O)COc3cccc4ccccc34,Cu2+,[7.3],[19],"[1, 13, 14, 15, 16, 19, 22, 24]"
825,CN(CC(=O)NCC(O)=O)C(=O)CNC(=O)CN,Cu2+,[5.13],[17],"[1, 4, 5, 8, 9, 11, 13, 15, 17]"
826,CN(CC(O)=O)C(=O)CNC(=O)CN,Cu2+,[7.0],[13],"[1, 4, 5, 7, 9, 11, 13]"
827,CN(CC(O)=O)C(=O)CNC(=O)CNC(=O)CN,Cu2+,[5.28],[17],"[1, 4, 5, 7, 9, 11, 13, 15, 17]"
828,CN(CCN1CCNCC1)CCN2CCNCC2,Cu2+,[9.46],[15],"[1, 4, 7, 12, 15]"
829,CN(O)C(C)=O,Cu2+,[14.48],[2],"[1, 2, 5]"
830,CN1CCCN(C)CCN(C)CCCN(C)CC1,Cu2+,[18.3],[5],"[1, 5, 9, 14]"
831,CN1CCCN2CCN(C)CCN(C)CCN(C)CCN(CCC1)CCN(C)CC2,Cu2+,[16.02],[8],"[1, 5, 8, 12, 16, 20, 26]"
832,CN1CCN(C)CCN(C)CCN(C)CC1,Cu2+,[18.37],[4],"[1, 4, 8, 12]"
833,CN1CCN(C)CCN(CCN(C)CCN(CCN(C)CC1)Cc2ccccn2)Cc3ccccn3,Cu2+,[15.36],[35],"[1, 4, 8, 11, 15, 18, 28, 35]"
834,CN1CCN(CC1)CCN(C)CCN2CCN(C)CC2,Cu2+,[8.0],[1],"[1, 4, 9, 13, 16]"
835,CN1CCN2CCCSCCCN(CC1)CCN(C)CC2,Cu2+,[18.2],[1],"[1, 4, 8, 12, 17]"
836,CN1CCNCCN(C)CCN(C)CCN(C)CCNCC1,Cu2+,[20.49],[4],"[1, 4, 7, 11, 15, 19]"
837,CN1CCNCCNCCN(C)CCNCCNCC1,Cu2+,[22.49],[14],"[1, 4, 7, 10, 14, 17]"
838,CN1CCSCCN(C)CCSCC1,Cu2+,[12.1],[1],"[1, 4, 7, 11]"
839,CNC(=O)[C@H](CCSC)NC(=O)[C@@H](N)Cc1ccccc1,Cu2+,[4.23],[13],"[1, 3, 7, 9, 11, 13]"
840,CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O,Cu2+,[7.4],[20],"[1, 3, 8, 10, 11, 13, 16, 18, 20, 23, 24]"
841,CNCC(=O)NCC(=O)NCC(=O)NCC(O)=O,Cu2+,[5.0],[1],"[1, 4, 5, 8, 9, 12, 13, 16, 17]"
842,CNCC(=O)NCC(O)=O,Cu2+,[5.32],[1],"[1, 4, 5, 8, 9]"
843,CNCCCNCCCN,Cu2+,[12.94],[9],"[1, 5, 9]"
844,CNCCNCCN.CNCCNCCN,Cu2+,[15.32],[15],"[1, 4, 7, 9, 12, 15]"
845,CNCCSCCNC,Cu2+,[8.12],[1],"[1, 4, 7]"
846,CNCCc1c[nH]cn1,Cu2+,[8.35],[8],"[1, 6, 8]"
847,COC(=O)CN,Cu2+,[3.83],[5],"[1, 3, 5]"
848,COC(=O)CNC(=O)CN,Cu2+,[4.11],[9],"[1, 3, 5, 7, 9]"
849,COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)[C@H](C)N,Cu2+,[8.18],[24],"[1, 3, 8, 10, 11, 13, 15, 17, 19, 21, 24]"
850,COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCC(=O)N2,Cu2+,[4.11],[10],"[1, 3, 8, 10, 11, 13, 18, 19]"
