smiles,true_pka,pred_pka,rmse,true_cla,pred_cla,acc,prec,rec,f1,is_train,pka_matrix,func_mapping
Oc1ccc2ccccc2c1,[9.3100004196167],[9.526171684265137],0.2161712641099046,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(0, 9.31)]",{'9.31': 'Phenol'}
CC(=O)NO,[9.289999961853027],[7.4982171058654785],1.791782826347156,"[[0, 0, 0, 0, 1], [0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 1], [0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(4, 9.29)]",{'9.29': 'NHydroxylamine'}
s1ccc(c1)c2cccnc2,[4.809999942779541],[4.61953067779541],0.1904692682066729,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(9, 4.81)]",{'4.81': 'Pyridine'}
CCC(=O)NO,[9.4399995803833],[7.9760589599609375],1.463940639574402,"[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(5, 9.44)]",{'9.44': 'NHydroxylamine'}
CCC[C@H](N)C(O)=O,"[2.309999942779541, 9.649999618530273]","[2.5492985248565674, 9.663268089294434]",0.1694695602192222,"[[0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(6, 2.31), (4, 9.65)]","{'2.31': 'COOH', '9.65': 'PrimaryAmine'}"
C[C@@H](O[P](O)(O)=O)[C@H](N)C(O)=O,"[2.25, 5.829999923706055, 9.670000076293945]","[2.2813985347747803, 5.827711582183838, 9.546859741210938]",0.073381755094282,"[[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9583333333333331,0.8541666666666666,1.0,0.9142857142857144,False,"[(10, 2.25), (4, 5.83), (8, 9.67)]","{'2.25': 'COOH', '5.83': 'PhosphonicAcid', '9.67': 'PrimaryAmine'}"
CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,"[3.3299999237060547, 7.869999885559082]","[3.2782044410705566, 7.7324113845825195]",0.1039551992491826,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(19, 3.33), (5, 7.87)]","{'3.33': 'COOH', '7.87': 'PrimaryAmine'}"
O[C@@H]([C@H](O)C(O)=O)C(O)=O,"[2.819999933242798, 3.984999895095825]","[2.6654465198516846, 4.344956874847412]",0.2769979954407732,"[[0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(5, 2.82), (8, 3.9850000000000003)]","{'2.82': 'COOH', '3.9850000000000003': 'COOH'}"
CSCC[C@H](N)C(=O)NCC(O)=O,"[3.1600000858306885, 7.590000152587891]","[3.1399645805358887, 7.755197048187256]",0.1176678310573686,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(11, 3.16), (5, 7.59)]","{'3.16': 'COOH', '7.59': 'PrimaryAmine'}"
OC(=O)CN(CC(O)=O)CC(=O)c1sccc1,"[2.0, 7.460000038146973]","[2.3439910411834717, 8.654658317565918]",0.879072894086795,"[[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9215686274509804,0.611111111111111,1.0,0.7222222222222222,False,"[(0, 2.0), (4, 7.46)]","{'2.0': 'COOH', '7.46': 'TertiaryAmine'}"
CNCCSCCOCCSCCNC,"[9.0600004196167, 9.84000015258789]","[8.024778366088867, 9.852465629577637]",0.7320655871697234,"[[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(1, 9.06), (13, 9.84)]","{'9.06': 'SecondaryAmine', '9.84': 'SecondaryAmine'}"
COc1ccc(N)cc1,[5.329999923706055],[7.133338451385498],1.8033385416450431,"[[0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(6, 5.33)]",{'5.33': 'Aniline'}
Oc1cccnc1,"[4.889999866485596, 8.5]","[4.50914192199707, 9.010592460632324]",0.4504205963405626,"[[1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(5, 4.89), (0, 8.5)]","{'4.89': 'Pyridine', '8.5': 'Phenol'}"
NCC(O)=O,"[2.3299999237060547, 9.569999694824219]","[2.1854724884033203, 9.967118263244629]",0.2988238116183667,"[[1, 0, 0, 1, 0], [1, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 0, 0, 1, 0], [1, 0, 0, 0, 0], [0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(3, 2.33), (0, 9.57)]","{'2.33': 'COOH', '9.57': 'PrimaryAmine'}"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(O)=O,"[3.190000057220459, 7.809999942779541, 9.90999984741211]","[2.5063300132751465, 7.874606132507324, 10.214705467224121]",0.4337526837741373,"[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(18, 3.19), (0, 7.81), (7, 9.91)]","{'3.19': 'COOH', '7.81': 'PrimaryAmine', '9.91': 'Phenol'}"
C[C@H](NC(=O)CNC(=O)CN)C(O)=O,"[3.180000066757202, 7.900000095367432]","[3.1302473545074463, 7.826370716094971]",0.0628355710814417,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(12, 3.18), (10, 7.9)]","{'3.18': 'COOH', '7.9': 'PrimaryAmine'}"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[3.119999885559082, 3.259999990463257, 4.639999866485596, 8.0]","[2.457843065261841, 3.697829484939575, 4.8344807624816895, 8.95827579498291]",0.6297344180818566,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(14, 3.12), (22, 3.26), (25, 4.64), (11, 8.0)]","{'3.12': 'COOH', '3.26': 'COOH', '4.64': 'COOH', '8.0': 'PrimaryAmine'}"
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,"[2.9700000286102295, 7.230000019073486, 9.6899995803833, 10.430000305175781, 11.210000038146973]","[3.3230655193328857, 7.642395496368408, 9.608033180236816, 10.701884269714355, 12.17819881439209]",0.5124009222698325,"[[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(26, 2.97), (0, 7.23), (6, 9.69), (15, 10.43), (24, 11.21)]","{'2.97': 'COOH', '7.23': 'PrimaryAmine', '9.69': 'PrimaryAmine', '10.43': 'PrimaryAmine', '11.21': 'PrimaryAmine'}"
CC(C)(NC(=O)CNC(=O)CN)C(=O)NCC(O)=O,"[3.549999952316284, 7.980000019073486]","[3.1991946697235107, 7.998489856719971]",0.2484011110610923,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(17, 3.55), (11, 7.98)]","{'3.55': 'COOH', '7.98': 'PrimaryAmine'}"
NCCCCCCN,"[10.069999694824219, 10.949999809265137]","[8.700072288513184, 10.665831565856934]",0.989305982706706,"[[1, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(0, 10.07), (7, 10.95)]","{'10.07': 'PrimaryAmine', '10.95': 'PrimaryAmine'}"
COCCN,[9.449999809265137],[8.304206848144531],1.1457929719694404,"[[0, 0, 0, 0, 1], [0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 1], [0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(4, 9.45)]",{'9.45': 'PrimaryAmine'}
NCC(=O)N1CCC[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC(O)=O,[8.640000343322754],[7.723174571990967],0.9168257719734896,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9814814814814814,0.75,1.0,0.8333333333333333,False,"[(0, 8.64)]",{'8.64': 'PrimaryAmine'}
COC(=O)c1ccc2cccc(O)c2n1,[9.140000343322754],[6.16677713394165],2.9732232373928063,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]",0.9333333333333332,0.25,1.0,0.3333333333333333,False,"[(12, 9.14)]",{'9.14': 'Phenol'}
CC(O)Cc1ccccn1,[5.480000019073486],[5.349941730499268],0.1300582919308479,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(9, 5.48)]",{'5.48': 'Pyridine'}
CC(=O)N[C@@H](CCC(O)=O)C(O)=O,"[3.2899999618530273, 4.599999904632568]","[3.19777512550354, 4.158547878265381]",0.3188928569166259,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(8, 3.29), (11, 4.6)]","{'3.29': 'COOH', '4.6': 'COOH'}"
COCCN(CC(O)=O)CC(O)=O,"[2.180000066757202, 8.949999809265137]","[2.413090467453003, 8.721732139587402]",0.2306916403697317,"[[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9487179487179488,0.7222222222222222,1.0,0.8222222222222223,False,"[(7, 2.18), (4, 8.95)]","{'2.18': 'COOH', '8.95': 'TertiaryAmine'}"
OCCCCc1ccccn1,[5.829999923706055],[5.528476238250732],0.301523679497695,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(10, 5.83)]",{'5.83': 'Pyridine'}
Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,"[2.619999885559082, 3.450000047683716, 8.3100004196167]","[2.3948051929473877, 6.09670352935791, 9.944726943969727]",1.8007482827700183,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9705882352941176,0.8541666666666666,1.0,0.9142857142857144,False,"[(10, 2.62), (16, 3.45), (7, 8.31)]","{'2.62': 'COOH', '3.45': 'Pyridine', '8.31': 'TertiaryAmine'}"
NCCCCc1ccccn1,"[5.559999942779541, 10.300000190734863]","[5.502063274383545, 9.799927711486816]",0.3559699036582274,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(10, 5.56), (0, 10.3)]","{'5.56': 'Pyridine', '10.3': 'PrimaryAmine'}"
OC(=O)C[Se]CCCC=C,[3.799999952316284],[3.649078130722046],0.1509218185780932,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(0, 3.8)]",{'3.8': 'COOH'}
OC(=O)CCCCCC(O)=O,"[4.309999942779541, 5.079999923706055]","[3.7069661617279053, 5.118819713592529]",0.4272919025386393,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(0, 4.31), (9, 5.08)]","{'4.31': 'COOH', '5.08': 'COOH'}"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.2200000286102295, 3.8499999046325684, 7.960000038146973]","[2.995619058609009, 4.001399040222168, 8.34737777709961]",0.2728430826539208,"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(9, 3.22), (22, 3.85), (2, 7.96)]","{'3.22': 'COOH', '3.85': 'COOH', '7.96': 'PrimaryAmine'}"
