smiles,true_pka,pred_pka,rmse,true_cla,pred_cla,acc,prec,rec,f1,is_train,pka_matrix,func_mapping,func_mapping_pred
CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)NCC(O)=O,"[3.3299999237060547, 7.889999866485596]","[3.329390048980713, 7.988836288452148]",0.0698892350707844,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(19, 3.33), (5, 7.89)]","{'3.33': 'COOH', '7.89': 'PrimaryAmine'}","{3.329390048980713: 'COOH', 7.988836288452148: 'PrimaryAmine'}"
NC[C@H](O)c1ccc(O)cc1,"[8.800000190734863, 9.880000114440918]","[8.677034378051758, 9.592619895935059]",0.2210293864863725,"[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(8, 8.8), (0, 9.88)]","{'8.8': 'Phenol', '9.88': 'PrimaryAmine'}","{8.677034378051758: 'Phenol', 9.592619895935059: 'PrimaryAmine'}"
C1CNCCNCCC(NCCNC1)c2ccccc2,"[10.0600004196167, 10.699999809265137]","[8.64883041381836, 10.222952842712402]",1.0533220282281943,"[[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9333333333333332,0.611111111111111,1.0,0.7222222222222222,True,"[(2, 10.06), (5, 10.7)]","{'10.06': 'SecondaryAmine', '10.7': 'SecondaryAmine'}","{8.64883041381836: 'SecondaryAmine', 10.222952842712402: 'SecondaryAmine'}"
CC(=O)Oc1c(cccc1C(O)=O)C(O)=O,"[2.8499999046325684, 3.799999952316284]","[3.055992841720581, 4.119189739227295]",0.2686216791000045,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(11, 2.85), (14, 3.8)]","{'2.85': 'COOH', '3.8': 'COOH'}","{3.055992841720581: 'COOH', 4.119189739227295: 'COOH'}"
NC(C(O)=O)C(O)=O,"[1.7999999523162842, 2.940000057220459, 9.220000267028809]","[1.4516392946243286, 3.3360798358917236, 10.048851013183594]",0.5672236102670783,"[[1, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(3, 1.8), (6, 2.94), (0, 9.22)]","{'1.8': 'COOH', '2.94': 'COOH', '9.22': 'PrimaryAmine'}","{1.4516392946243286: 'COOH', 3.3360798358917236: 'COOH', 10.048851013183594: 'PrimaryAmine'}"
CCOC(=O)C(N)Cc1ccccc1,[7.119999885559082],[7.5379838943481445],0.4179840085105463,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(6, 7.12)]",{'7.12': 'PrimaryAmine'},{7.5379838943481445: 'PrimaryAmine'}
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[3.1500000953674316, 4.010000228881836, 8.050000190734863]","[2.8479866981506348, 4.1457438468933105, 8.542712211608887]",0.3427358318686581,"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(19, 3.15), (22, 4.01), (2, 8.05)]","{'3.15': 'COOH', '4.01': 'COOH', '8.05': 'PrimaryAmine'}","{2.8479866981506348: 'COOH', 4.1457438468933105: 'COOH', 8.542712211608887: 'PrimaryAmine'}"
OCCS,[9.399999618530273],[9.21123218536377],0.1887674310826886,"[[0, 0, 0, 1], [0, 0, 0, 0]]","[[0, 0, 0, 1], [0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(3, 9.4)]",{'9.4': 'Thiol'},{9.21123218536377: 'Thiol'}
C[C@@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.309999942779541, 7.829999923706055]","[3.0918471813201904, 7.805999755859375]",0.1551880091656134,"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(19, 3.31), (2, 7.83)]","{'3.31': 'COOH', '7.83': 'PrimaryAmine'}","{3.0918471813201904: 'COOH', 7.805999755859375: 'PrimaryAmine'}"
CC1=CC(=O)C(=CO1)O,[8.020000457763672],[7.337153911590576],0.6828465547078513,"[[0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(8, 8.02)]",{'8.02': 'Phenol'},{7.337153911590576: 'Phenol'}
NCCCCCc1ccccn1,"[5.699999809265137, 10.380000114440918]","[5.731564521789551, 9.841235160827637]",0.3816176080546986,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(11, 5.7), (0, 10.38)]","{'5.7': 'Pyridine', '10.38': 'PrimaryAmine'}","{5.731564521789551: 'Pyridine', 9.841235160827637: 'PrimaryAmine'}"
OC(=O)CN(CC(O)=O)c1ccc(c2ccccc12)[S](O)(=O)=O,"[2.759999990463257, 3.9200000762939453]","[2.1636455059051514, 3.9224836826324463]",0.4216899642646176,"[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 2.76), (7, 3.92)]","{'2.76': 'COOH', '3.92': 'COOH'}","{2.1636455059051514: 'COOH', 3.9224836826324463: 'COOH'}"
COC(=O)CCN,[9.170000076293945],[9.119433403015137],0.0505666738453691,"[[0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(6, 9.17)]",{'9.17': 'PrimaryAmine'},{9.119433403015137: 'PrimaryAmine'}
CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,"[3.4000000953674316, 7.960000038146973]","[3.1520283222198486, 7.958159923553467]",0.1753473489722076,"[[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(13, 3.4), (4, 7.96)]","{'3.4': 'COOH', '7.96': 'PrimaryAmine'}","{3.1520283222198486: 'COOH', 7.958159923553467: 'PrimaryAmine'}"
OC(=O)CSCCCC=C,[3.630000114440918],[3.68298602104187],0.0529859071840203,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.63)]",{'3.63': 'COOH'},{3.68298602104187: 'COOH'}
C[C@@H](N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(O)=O,"[3.2799999713897705, 7.949999809265137]","[3.0737717151641846, 7.78739070892334]",0.1857038135379388,"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(14, 3.28), (2, 7.95)]","{'3.28': 'COOH', '7.95': 'PrimaryAmine'}","{3.0737717151641846: 'COOH', 7.78739070892334: 'PrimaryAmine'}"
Cc1cc2cccnc2c3ncccc13,[5.269999980926514],[5.212518215179443],0.0574817662217398,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9666666666666668,0.75,1.0,0.8333333333333333,True,"[(7, 5.27)]",{'5.27': 'Pyridine'},{5.212518215179443: 'Pyridine'}
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,"[3.359999895095825, 7.920000076293945, 9.779999732971191]","[2.9111886024475098, 7.6962080001831055, 10.351568222045898]",0.4390159466862412,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(19, 3.36), (0, 7.92), (11, 9.78)]","{'3.36': 'COOH', '7.92': 'PrimaryAmine', '9.78': 'Phenol'}","{2.9111886024475098: 'COOH', 7.6962080001831055: 'PrimaryAmine', 10.351568222045898: 'Phenol'}"
O[C@@H]1CC[C@H](CC1)C(O)=O,[4.480000019073486],[4.128324031829834],0.3516759901181828,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(8, 4.48)]",{'4.48': 'COOH'},{4.128324031829834: 'COOH'}
CCCCC(N)C(=O)OC,[7.679999828338623],[7.863304615020752],0.1833047824721665,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 7.68)]",{'7.68': 'PrimaryAmine'},{7.863304615020752: 'PrimaryAmine'}
COc1ccccc1C(O)=O,[3.869999885559082],[3.4953725337982178],0.3746273454128768,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(9, 3.87)]",{'3.87': 'COOH'},{3.4953725337982178: 'COOH'}
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"[3.109999895095825, 8.170000076293945]","[3.2887699604034424, 7.8304948806762695]",0.271313949992346,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(37, 3.11), (0, 8.17)]","{'3.11': 'COOH', '8.17': 'PrimaryAmine'}","{3.2887699604034424: 'COOH', 7.8304948806762695: 'PrimaryAmine'}"
CCC(O)(CC)C(O)=O,[3.619999885559082],[3.582641363143921],0.037358522079656,"[[0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 3.62)]",{'3.62': 'COOH'},{3.582641363143921: 'COOH'}
CC(C)C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,"[3.0199999809265137, 7.860000133514404, 10.380000114440918]","[2.8056640625, 7.493780136108398, 10.457491874694824]",0.2490394587131439,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(19, 3.02), (9, 7.86), (15, 10.38)]","{'3.02': 'COOH', '7.86': 'PrimaryAmine', '10.38': 'Phenol'}","{2.8056640625: 'COOH', 7.493780136108398: 'PrimaryAmine', 10.457491874694824: 'Phenol'}"
Oc1c2ccccc2ccc1[S](O)(=O)=O,[9.109999656677246],[7.03838586807251],2.071613752139964,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(0, 9.11)]",{'9.11': 'Phenol'},{7.03838586807251: 'Phenol'}
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(=O)NCC(O)=O,"[3.2100000381469727, 4.019999980926514, 8.329999923706055]","[2.8869388103485107, 3.7124900817871094, 8.275128364562988]",0.2594492857619412,"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(9, 3.21), (22, 4.02), (2, 8.33)]","{'3.21': 'COOH', '4.02': 'COOH', '8.33': 'PrimaryAmine'}","{2.8869388103485107: 'COOH', 3.7124900817871094: 'COOH', 8.275128364562988: 'PrimaryAmine'}"
NCC(=O)NC(CO)C(=O)NCC(O)=O,"[3.2300000190734863, 7.989999771118164]","[3.1070566177368164, 7.69534158706665]",0.2257637380124704,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(13, 3.23), (0, 7.99)]","{'3.23': 'COOH', '7.99': 'PrimaryAmine'}","{3.1070566177368164: 'COOH', 7.69534158706665: 'PrimaryAmine'}"
C[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O,"[3.109999895095825, 7.510000228881836, 10.59000015258789]","[3.1843554973602295, 7.6948723793029785, 10.670865058898926]",0.124157967781437,"[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(13, 3.11), (6, 7.51), (11, 10.59)]","{'3.11': 'COOH', '7.51': 'PrimaryAmine', '10.59': 'PrimaryAmine'}","{3.1843554973602295: 'COOH', 7.6948723793029785: 'PrimaryAmine', 10.670865058898926: 'PrimaryAmine'}"
Nc1ccc(Br)cn1,[4.909999847412109],[3.9761292934417725],0.933870569791767,"[[1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(0, 4.91)]",{'4.91': 'Aniline'},{3.9761292934417725: 'Aniline'}
OCCCc1ccncc1,[5.900000095367432],[5.7347517013549805],0.1652483938686643,"[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,False,"[(7, 5.9)]",{'5.9': 'Pyridine'},{5.7347517013549805: 'Pyridine'}
Nc1cccc(c1)C(O)=O,"[3.140000104904175, 4.550000190734863]","[4.873559474945068, 4.520653247833252]",1.2259871962035849,"[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9666666666666668,1.0,0.6666666666666666,0.6666666666666666,False,"[(0, 3.14), (8, 4.55)]","{'3.14': 'Aniline', '4.55': 'COOH'}","{4.873559474945068: 'Aniline', 4.520653247833252: 'COOH'}"
